"Mixture","TechRepMixture","Run","Channel","Protein","Abundance","BioReplicate","Condition"
"1","1_1","1_1_1","1","sp|P22188|MURE_ECOLI",14.7582432040909,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P22255|CYSQ_ECOLI",14.2910757433343,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P22256|GABT_ECOLI",15.4509229930847,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P22259|PCKA_ECOLI",14.3159171082426,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P22333|ADD_ECOLI",14.1043007897776,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P22523|MUKB_ECOLI",14.2192292233021,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P22524|MUKE_ECOLI",13.5835514409248,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P22525|YCBB_ECOLI",14.8262559852932,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P22564|RIHC_ECOLI",13.730392895918,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P22634|MURI_ECOLI",13.7161731013174,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P22939|ISPA_ECOLI",15.3442914858394,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23003|TRMA_ECOLI",14.2632956895472,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23173|TNAB_ECOLI",14.2855563353097,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23256|MALY_ECOLI",14.129995123283,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23305|YIGA_ECOLI",14.4948491931219,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23331|KITH_ECOLI",15.3753712561834,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23367|MUTL_ECOLI",14.4356810032437,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23485|FECR_ECOLI",14.6568254974261,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23522|GARL_ECOLI",14.3979755121379,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23524|GLXK1_ECOLI",14.3424087512193,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23538|PPSA_ECOLI",14.8872394915049,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23721|SERC_ECOLI",15.44743260627,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23827|ECOT_ECOLI",14.5173330012257,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23830|PSS_ECOLI",14.7208748097508,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23836|PHOP_ECOLI",13.6213372564747,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23837|PHOQ_ECOLI",12.8074886831079,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23839|YICC_ECOLI",14.1170726150564,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23843|OPPA_ECOLI",15.4837195357807,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23845|CYSN_ECOLI",14.2726292285199,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23847|DPPA_ECOLI",15.2904683748431,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23857|PSPE_ECOLI",14.4663414626171,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23862|PRIC_ECOLI",14.4958332288676,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23865|PRC_ECOLI",15.4924017946487,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23869|PPIB_ECOLI",14.6570237010626,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23871|HEMH_ECOLI",13.696415915227,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23872|AES_ECOLI",13.2077813408239,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23873|HIPB_ECOLI",11.093164411522,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23874|HIPA_ECOLI",13.7112046247663,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23878|FEPC_ECOLI",13.3874161914458,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23882|FMT_ECOLI",15.0391896993561,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23883|PUUC_ECOLI",14.5784966851628,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23886|CYDC_ECOLI",13.8143670584472,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23890|CADC_ECOLI",12.8466250935963,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23893|GSA_ECOLI",13.5769974701112,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23894|HTPX_ECOLI",15.3445322453465,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23908|ARGE_ECOLI",15.1414322901281,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23909|MUTS_ECOLI",13.7411841302907,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23917|MAK_ECOLI",13.3385259979466,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P23930|LNT_ECOLI",13.1784465050711,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24169|DCOS_ECOLI",12.43151257313,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24171|DCP_ECOLI",13.9974440812843,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24173|RFAC_ECOLI",13.9798883892209,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24177|ACRD_ECOLI",13.9247210544733,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24178|YFFB_ECOLI",14.8785565465517,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24180|ACRE_ECOLI",13.6896745840131,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24182|ACCC_ECOLI",14.4495016901918,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24183|FDNG_ECOLI",13.8188377053528,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24186|FOLD_ECOLI",14.3699083900277,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24188|TRHO_ECOLI",13.5851332226492,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24192|HYPD_ECOLI",14.1673376823489,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24193|HYPE_ECOLI",13.3927338269444,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24197|YGID_ECOLI",11.4167886624661,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24200|MCRA_ECOLI",13.9807938992055,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24205|LPXM_ECOLI",14.5493527010183,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24215|UXUA_ECOLI",14.0902915999248,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24224|ACPS_ECOLI",14.5089872315879,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24228|DACB_ECOLI",13.8636301429859,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24230|RECG_ECOLI",14.3287858785929,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24232|HMP_ECOLI",14.4059733192485,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24240|ASCB_ECOLI",14.5689598421789,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24242|ASCG_ECOLI",13.934128715256,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24252|YBGA_ECOLI",13.0896503246047,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24255|RP54_ECOLI",14.9009341845542,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24554|RADA_ECOLI",14.2906320333302,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P24555|PTRB_ECOLI",12.9789600714605,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25397|TEHB_ECOLI",14.8829884765514,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25437|FRMA_ECOLI",14.3985051471868,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25516|ACNA_ECOLI",15.2899283643497,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25519|HFLX_ECOLI",14.9888571428837,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25522|MNME_ECOLI",14.1387898518388,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25524|CODA_ECOLI",14.8040915019722,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25526|GABD_ECOLI",14.6381971812804,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25534|UBIH_ECOLI",14.6556768740778,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25535|UBII_ECOLI",13.7010034943468,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25536|NTPPA_ECOLI",13.9152042671693,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25539|RIBD_ECOLI",14.3193774503519,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25549|ASLA_ECOLI",12.4038762910739,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25552|GPPA_ECOLI",14.5129623866848,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25553|ALDA_ECOLI",15.0729169106478,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25665|METE_ECOLI",13.9617762513272,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25666|HTRL_ECOLI",15.2256155219433,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25714|YIDC_ECOLI",14.4264330802877,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25718|AMY1_ECOLI",12.3643685614748,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25737|LYSP_ECOLI",13.7151278978312,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25738|MSYB_ECOLI",12.9246298513656,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25740|RFAG_ECOLI",14.7199488954473,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25741|RFAP_ECOLI",14.7924062581906,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25742|RFAQ_ECOLI",14.7468598612333,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25745|MNMA_ECOLI",15.2441520588688,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25746|HFLD_ECOLI",14.402246996015,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25748|GALS_ECOLI",13.4716430073165,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25798|FLIF_ECOLI",13.2535662309294,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25888|RHLE_ECOLI",13.0020532828355,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25889|PREA_ECOLI",13.724308761625,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25894|LOIP_ECOLI",14.410481765971,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P25906|PDXI_ECOLI",13.498575229132,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P26365|AMIB_ECOLI",13.7322614317686,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P26458|APPB_ECOLI",14.160498901996,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P26459|APPC_ECOLI",12.88066544853,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P26602|UBIC_ECOLI",11.6822257181651,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P26612|AMY2_ECOLI",14.6746331886878,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P26616|MAO1_ECOLI",14.6643152489315,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P26646|ACUI_ECOLI",14.2627656739336,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P26647|PLSC_ECOLI",15.8665725363059,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P26648|FTSP_ECOLI",13.7434366016833,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P26649|GLGS_ECOLI",13.4320465082833,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27126|RFAS_ECOLI",14.8336668371815,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27127|RFAB_ECOLI",14.6544420509138,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27128|RFAI_ECOLI",14.6554595386363,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27129|RFAJ_ECOLI",14.4460812997252,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27238|YFED_ECOLI",14.9521482023829,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27240|RFAY_ECOLI",14.6699482532226,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27241|RFAZ_ECOLI",11.1461116327645,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27242|WAAU_ECOLI",15.0130345941983,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27243|RFAL_ECOLI",14.8027151881651,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27247|PLSX_ECOLI",12.9347596095695,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27248|GCST_ECOLI",15.7311524285638,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27249|GLND_ECOLI",13.9285685507542,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27250|AHR_ECOLI",14.3265517062234,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27278|NADR_ECOLI",14.5535696790984,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27296|DING_ECOLI",12.806933378224,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27298|OPDA_ECOLI",14.6893098757018,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27300|LPXK_ECOLI",14.7204531411563,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27302|TKT1_ECOLI",14.9367752186272,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27303|EMRA_ECOLI",12.2546753179896,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27305|GLUQ_ECOLI",13.4269252140669,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27306|STHA_ECOLI",14.6898321803946,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27431|ROXA_ECOLI",13.9430332817533,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27434|RODZ_ECOLI",13.2429710788878,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27550|ACSA_ECOLI",15.7139474821279,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27828|WECB_ECOLI",13.8156532640392,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27829|WECC_ECOLI",13.5982012113279,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27830|RMLB2_ECOLI",15.1401544784784,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27833|WECE_ECOLI",13.6867976110618,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27836|WECG_ECOLI",13.9302790920667,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27837|YIFK_ECOLI",14.05955049254,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27838|CYAY_ECOLI",15.2023626649792,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27848|YIGL_ECOLI",13.2270727409614,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27859|TATD_ECOLI",13.4228509011356,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P27862|YIGZ_ECOLI",13.5645724570364,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P28224|MLIC_ECOLI",12.9652655982492,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P28248|DCD_ECOLI",14.8079631654381,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P28249|ASMA_ECOLI",14.0301745719767,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P28304|QOR1_ECOLI",15.4287612532515,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P28305|PABC_ECOLI",13.8269526579303,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P28306|MLTG_ECOLI",14.6975583305499,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P28629|ADIA_ECOLI",13.1403049497589,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P28630|HOLA_ECOLI",13.1553191092345,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P28631|HOLB_ECOLI",13.2547007757696,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P28634|TRMO_ECOLI",14.134420756268,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P28635|METQ_ECOLI",15.8315088844915,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P28861|FENR_ECOLI",13.2178049221881,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P28903|NRDD_ECOLI",15.20490228506,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P28904|TREC_ECOLI",14.7297395554661,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P28905|HOLC_ECOLI",14.348772078206,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P28915|YBFC_ECOLI",14.4613994414889,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P29012|ALR2_ECOLI",14.7550432815764,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P29013|YCGB_ECOLI",15.1730295033579,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P29018|CYDD_ECOLI",14.1925900074763,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P29131|FTSN_ECOLI",14.3520932509379,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P29208|MENC_ECOLI",13.9475828107327,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P29217|YCEH_ECOLI",15.6141451304457,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P29680|DCUP_ECOLI",14.2996242755934,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P29745|PEPT_ECOLI",14.8155797824058,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P30011|NADC_ECOLI",13.6044872483929,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P30014|RNT_ECOLI",12.7311758356008,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P30015|LHR_ECOLI",12.7595449503067,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P30125|LEU3_ECOLI",15.2969398123877,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P30126|LEUD_ECOLI",13.3143410234188,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P30128|GREB_ECOLI",14.4367049037639,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P30131|HYPF_ECOLI",13.2064040839419,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P30136|THIC_ECOLI",14.8763664510147,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P30137|THIE_ECOLI",13.4384078835451,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P30138|THIF_ECOLI",14.3088102190841,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P30139|THIG_ECOLI",12.3266747261996,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P30140|THIH_ECOLI",15.0281257848514,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
"1","1_1","1_1_1","1","sp|P30177|YBIB_ECOLI",13.2527587206898,"1","treatment|0|2|4|20|4|2|2|4|2|2|4|40|5"
