	pValue	qValue	EffectSize	X.UPS1.UPS2.	significant	GeneName	UniprotID	protein
524	0.24650873688203	0.773718573858482	0.100510638738069	UPS1-UPS2	Non significant	RNG	P0A9J0	sp|P0A9J0|RNG_ECOLI
525	0.927183189913149	0.977354375786433	0.0349408906484463	UPS1-UPS2	Non significant	PANE	P0A9J4	sp|P0A9J4|PANE_ECOLI
526	0.181279048607356	0.773718573858482	-0.291531795488943	UPS1-UPS2	Non significant	RBSK	P0A9J6	sp|P0A9J6|RBSK_ECOLI
527	0.715317175996366	0.90010471273519	0.0466017198851354	UPS1-UPS2	Non significant	CMPDT	P0A9J8	sp|P0A9J8|CMPDT_ECOLI
528	0.143619426899351	0.773718573858482	-0.189838043549852	UPS1-UPS2	Non significant	PHOL	P0A9K3	sp|P0A9K3|PHOL_ECOLI
529	0.801706771052505	0.929143466112808	-0.0247067717492939	UPS1-UPS2	Non significant	PHOU	P0A9K7	sp|P0A9K7|PHOU_ECOLI
530	0.252633167072857	0.773718573858482	-0.394139519014846	UPS1-UPS2	Non significant	SLYD	P0A9K9	sp|P0A9K9|SLYD_ECOLI
531	0.991571006003682	0.998492567151631	0.0009569712708312	UPS1-UPS2	Non significant	FKBB	P0A9L3	sp|P0A9L3|FKBB_ECOLI
532	0.995356934659615	0.998492567151631	0.0008657949638646	UPS1-UPS2	Non significant	PPIC	P0A9L5	sp|P0A9L5|PPIC_ECOLI
533	0.201177502467483	0.773718573858482	-0.257113817176311	UPS1-UPS2	Non significant	P5CR	P0A9L8	sp|P0A9L8|P5CR_ECOLI
534	0.41403992411082	0.816874097098475	-0.0703553200276232	UPS1-UPS2	Non significant	LON	P0A9M0	sp|P0A9M0|LON_ECOLI
535	0.479615903520037	0.833039161096428	-0.0719034883703848	UPS1-UPS2	Non significant	HPRT	P0A9M2	sp|P0A9M2|HPRT_ECOLI
536	0.704532473383542	0.899706445905837	0.0570417045194738	UPS1-UPS2	Non significant	XGPT	P0A9M5	sp|P0A9M5|XGPT_ECOLI
537	0.849775899162448	0.94700816140496	0.0151853604701273	UPS1-UPS2	Non significant	PTA	P0A9M8	sp|P0A9M8|PTA_ECOLI
538	0.532824707077852	0.864523407522538	0.0755501065704074	UPS1-UPS2	Non significant	PFLA	P0A9N4	sp|P0A9N4|PFLA_ECOLI
539	0.135489882964115	0.773718573858482	-0.166024708168067	UPS1-UPS2	Non significant	DLDH	P0A9P0	sp|P0A9P0|DLDH_ECOLI
540	0.121904803492583	0.773718573858482	-0.264713678668208	UPS1-UPS2	Non significant	TRXB	P0A9P4	sp|P0A9P4|TRXB_ECOLI
541	0.999861939683368	0.999861939683368	-1.64957219652706e-05	UPS1-UPS2	Non significant	ARCA	P0A9Q1	sp|P0A9Q1|ARCA_ECOLI
542	0.291871375154146	0.773718573858482	-0.112819221634126	UPS1-UPS2	Non significant	ACCD	P0A9Q5	sp|P0A9Q5|ACCD_ECOLI
543	0.35267321104876	0.795284623614252	-0.107089019739348	UPS1-UPS2	Non significant	ADHE	P0A9Q7	sp|P0A9Q7|ADHE_ECOLI
544	0.152042017865108	0.773718573858482	-0.409847846072626	UPS1-UPS2	Non significant	DHAS	P0A9Q9	sp|P0A9Q9|DHAS_ECOLI
545	0.701457518024993	0.899706445905837	0.101171071567485	UPS1-UPS2	Non significant	FER	P0A9R4	sp|P0A9R4|FER_ECOLI
546	0.290907115812792	0.773718573858482	0.178458063599322	UPS1-UPS2	Non significant	FTSE	P0A9R7	sp|P0A9R7|FTSE_ECOLI
547	0.178955854524003	0.773718573858482	-0.252154578047993	UPS1-UPS2	Non significant	FUCO	P0A9S1	sp|P0A9S1|FUCO_ECOLI
548	0.424019612733511	0.820867904693356	-0.105083824852485	UPS1-UPS2	Non significant	GLDA	P0A9S5	sp|P0A9S5|GLDA_ECOLI
549	0.794879595759035	0.929143466112808	-0.0315290512983033	UPS1-UPS2	Non significant	SERA	P0A9T0	sp|P0A9T0|SERA_ECOLI
550	0.452567173314802	0.82487136528371	-0.132625665383436	UPS1-UPS2	Non significant	TAS	P0A9T4	sp|P0A9T4|TAS_ECOLI
551	0.105923454461506	0.773718573858482	2.8707943273702	UPS1-UPS2	Non significant	YBBA	P0A9T8	sp|P0A9T8|YBBA_ECOLI
552	0.803138694777611	0.929143466112808	-0.0524446537071661	UPS1-UPS2	Non significant	YBHF	P0A9U1	sp|P0A9U1|YBHF_ECOLI
553	0.521167544614196	0.861959882216973	-0.0665379728683	UPS1-UPS2	Non significant	YBIT	P0A9U3	sp|P0A9U3|YBIT_ECOLI
554	0.171697127288768	0.773718573858482	-0.131507388220946	UPS1-UPS2	Non significant	LPTB	P0A9V1	sp|P0A9V1|LPTB_ECOLI
555	0.478498619439422	0.833039161096428	0.248418940548564	UPS1-UPS2	Non significant	ULAR	P0A9W0	sp|P0A9W0|ULAR_ECOLI
556	0.130496993664125	0.773718573858482	-0.151496841246583	UPS1-UPS2	Non significant	ETTA	P0A9W3	sp|P0A9W3|ETTA_ECOLI
557	0.180852388377164	0.773718573858482	0.157026713894918	UPS1-UPS2	Non significant	IBAG	P0A9W6	sp|P0A9W6|IBAG_ECOLI
558	0.474255389322137	0.831725912253387	0.121495671441451	UPS1-UPS2	Non significant	YRDA	P0A9W9	sp|P0A9W9|YRDA_ECOLI
559	0.475908014092668	0.832420091551171	-0.0926429959151776	UPS1-UPS2	Non significant	MREB	P0A9X4	sp|P0A9X4|MREB_ECOLI
560	0.370268077632338	0.799153899528668	-0.153029669051527	UPS1-UPS2	Non significant	CSPC	P0A9Y6	sp|P0A9Y6|CSPC_ECOLI
561	0.401140851121021	0.811162582176615	-0.0865228866908083	UPS1-UPS2	Non significant	GLNB	P0A9Z1	sp|P0A9Z1|GLNB_ECOLI
562	0.067586793576783	0.773718573858482	-0.197265984229212	UPS1-UPS2	Non significant	PTHP	P0AA04	sp|P0AA04|PTHP_ECOLI
563	0.69656632351396	0.899706445905837	-0.0562527216852473	UPS1-UPS2	Non significant	RL13	P0AA10	sp|P0AA10|RL13_ECOLI
564	0.207423665141524	0.773718573858482	-0.105321282316048	UPS1-UPS2	Non significant	OMPR	P0AA16	sp|P0AA16|OMPR_ECOLI
565	0.15845603080964	0.773718573858482	-0.209568239454462	UPS1-UPS2	Non significant	THIO	P0AA25	sp|P0AA25|THIO_ECOLI
566	0.373953728391813	0.799358065685751	-0.204574743246795	UPS1-UPS2	Non significant	YEDF	P0AA31	sp|P0AA31|YEDF_ECOLI
567	0.539076246562871	0.864523407522538	0.145080670158883	UPS1-UPS2	Non significant	RLUC	P0AA39	sp|P0AA39|RLUC_ECOLI
568	0.525556976440204	0.861959882216973	0.248560701951721	UPS1-UPS2	Non significant	TRUC	P0AA41	sp|P0AA41|TRUC_ECOLI
569	0.615326928152108	0.889225570233269	-0.0499409288668673	UPS1-UPS2	Non significant	RSUA	P0AA43	sp|P0AA43|RSUA_ECOLI
570	0.129336213329307	0.773718573858482	-0.28840799631719	UPS1-UPS2	Non significant	QMCA	P0AA53	sp|P0AA53|QMCA_ECOLI
571	0.941208336730144	0.980728036899124	0.0580147725690274	UPS1-UPS2	Non significant	YOBA	P0AA57	sp|P0AA57|YOBA_ECOLI
572	0.523392570630012	0.861959882216973	-0.0934518984515975	UPS1-UPS2	Non significant	DOSC	P0AA89	sp|P0AA89|DOSC_ECOLI
573	0.936085813240303	0.978433724833499	-0.0119729598787757	UPS1-UPS2	Non significant	YEAY	P0AA91	sp|P0AA91|YEAY_ECOLI
574	0.726661597320119	0.904424311775156	-0.0672788575839718	UPS1-UPS2	Non significant	YAGU	P0AAA1	sp|P0AAA1|YAGU_ECOLI
575	0.168364545863077	0.773718573858482	-0.21822915640756	UPS1-UPS2	Non significant	UBID	P0AAB4	sp|P0AAB4|UBID_ECOLI
576	0.236004565661657	0.773718573858482	-0.248392806392086	UPS1-UPS2	Non significant	GALF	P0AAB6	sp|P0AAB6|GALF_ECOLI
577	0.734771114802864	0.906263317885344	0.0508183474236361	UPS1-UPS2	Non significant	USPD	P0AAB8	sp|P0AAB8|USPD_ECOLI
578	0.0903284137522557	0.773718573858482	-0.31687000167495	UPS1-UPS2	Non significant	USPE	P0AAC0	sp|P0AAC0|USPE_ECOLI
579	0.740596704823151	0.908364311914564	-0.0508557710166464	UPS1-UPS2	Non significant	ISCA	P0AAC8	sp|P0AAC8|ISCA_ECOLI
580	0.397538694834953	0.808622506421539	0.434704112196453	UPS1-UPS2	Non significant	SDAC	P0AAD6	sp|P0AAD6|SDAC_ECOLI
581	0.642665520094441	0.897730908181342	0.10725331948791	UPS1-UPS2	Non significant	CYCA	P0AAE0	sp|P0AAE0|CYCA_ECOLI
582	0.200840573327256	0.773718573858482	-0.121552502503157	UPS1-UPS2	Non significant	ARTP	P0AAF6	sp|P0AAF6|ARTP_ECOLI
583	0.254178448942967	0.773718573858482	-0.197560718904214	UPS1-UPS2	Non significant	DPPD	P0AAG0	sp|P0AAG0|DPPD_ECOLI
584	0.241784282861547	0.773718573858482	0.242389231426856	UPS1-UPS2	Non significant	GLTL	P0AAG3	sp|P0AAG3|GLTL_ECOLI
585	0.75925384636991	0.915463251493744	0.0282393468403761	UPS1-UPS2	Non significant	MGLA	P0AAG8	sp|P0AAG8|MGLA_ECOLI
586	0.76578864746875	0.917745502123285	0.0313082129608127	UPS1-UPS2	Non significant	PSTB	P0AAH0	sp|P0AAH0|PSTB_ECOLI
587	0.104922351963784	0.773718573858482	-0.487221156858944	UPS1-UPS2	Non significant	SAPD	P0AAH4	sp|P0AAH4|SAPD_ECOLI
588	0.190671333496268	0.773718573858482	-0.877548970733173	UPS1-UPS2	Non significant	SAPF	P0AAH8	sp|P0AAH8|SAPF_ECOLI
589	0.271249280714475	0.773718573858482	-0.108977504781393	UPS1-UPS2	Non significant	FTSH	P0AAI3	sp|P0AAI3|FTSH_ECOLI
590	0.0734048192685666	0.773718573858482	-0.44716929791446	UPS1-UPS2	Non significant	FABF	P0AAI5	sp|P0AAI5|FABF_ECOLI
591	0.0924147156563449	0.773718573858482	-0.307334969887719	UPS1-UPS2	Non significant	FABD	P0AAI9	sp|P0AAI9|FABD_ECOLI
592	0.247440130760565	0.773718573858482	-0.54079097566067	UPS1-UPS2	Non significant	FDNH	P0AAJ3	sp|P0AAJ3|FDNH_ECOLI
593	0.502691803167625	0.850756955495089	0.0836598837410243	UPS1-UPS2	Non significant	FDOH	P0AAJ5	sp|P0AAJ5|FDOH_ECOLI
594	0.676349845936844	0.899706445905837	-0.0660876926299387	UPS1-UPS2	Non significant	YAIA	P0AAN5	sp|P0AAN5|YAIA_ECOLI
595	0.0586158862512271	0.773718573858482	-0.441391957498563	UPS1-UPS2	Non significant	IRAP	P0AAN9	sp|P0AAN9|IRAP_ECOLI
596	0.757750959128986	0.915028772399361	-0.0378173964747681	UPS1-UPS2	Non significant	FRMR	P0AAP3	sp|P0AAP3|FRMR_ECOLI
597	0.536041355089248	0.864523407522538	0.141841594871895	UPS1-UPS2	Non significant	YAJD	P0AAQ2	sp|P0AAQ2|YAJD_ECOLI
598	0.89650647822967	0.966029486031645	-0.0367008521961409	UPS1-UPS2	Non significant	YBAA	P0AAQ6	sp|P0AAQ6|YBAA_ECOLI
599	0.770644981885923	0.918542786741512	-0.0481376357324521	UPS1-UPS2	Non significant	YBAK	P0AAR3	sp|P0AAR3|YBAK_ECOLI
600	0.807609253525174	0.929342830554468	-0.0912680827140484	UPS1-UPS2	Non significant	YBAV	P0AAR8	sp|P0AAR8|YBAV_ECOLI
601	0.660747489278037	0.899706445905837	0.0877160033004003	UPS1-UPS2	Non significant	YBCJ	P0AAS7	sp|P0AAS7|YBCJ_ECOLI
602	0.835837529736134	0.93725122549983	0.0242509233606114	UPS1-UPS2	Non significant	YBDF	P0AAT2	sp|P0AAT2|YBDF_ECOLI
603	0.271880184984742	0.773718573858482	0.283516539527071	UPS1-UPS2	Non significant	YBDG	P0AAT4	sp|P0AAT4|YBDG_ECOLI
604	0.358201624102003	0.796394507727171	0.102829035904044	UPS1-UPS2	Non significant	IOJAP	P0AAT6	sp|P0AAT6|IOJAP_ECOLI
605	0.129317850278629	0.773718573858482	-0.203496890023786	UPS1-UPS2	Non significant	YBEL	P0AAT9	sp|P0AAT9|YBEL_ECOLI
606	0.670497280002832	0.899706445905837	-0.0968475213251736	UPS1-UPS2	Non significant	PXPB	P0AAV4	sp|P0AAV4|PXPB_ECOLI
607	0.645364312021537	0.897730908181342	0.0828682097675397	UPS1-UPS2	Non significant	YBGS	P0AAV6	sp|P0AAV6|YBGS_ECOLI
608	0.409276531053069	0.813825994756104	-0.437335670570928	UPS1-UPS2	Non significant	YBHP	P0AAW1	sp|P0AAW1|YBHP_ECOLI
609	0.184918037453825	0.773718573858482	-0.369264000586831	UPS1-UPS2	Non significant	YBIS	P0AAX8	sp|P0AAX8|YBIS_ECOLI
610	0.923534704599762	0.977137091607948	0.0108343622290477	UPS1-UPS2	Non significant	YCAR	P0AAZ7	sp|P0AAZ7|YCAR_ECOLI
611	0.352895331264179	0.795284623614252	0.438083995247169	UPS1-UPS2	Non significant	ELYC	P0AB01	sp|P0AB01|ELYC_ECOLI
612	0.350639275815351	0.795284623614252	-0.233787707799394	UPS1-UPS2	Non significant	YCBJ	P0AB03	sp|P0AB03|YCBJ_ECOLI
613	0.172881355963876	0.773718573858482	-0.354004639530491	UPS1-UPS2	Non significant	PQIC	P0AB10	sp|P0AB10|PQIC_ECOLI
614	0.579646411775939	0.875340100451799	-0.17305472572523	UPS1-UPS2	Non significant	YCCF	P0AB12	sp|P0AB12|YCCF_ECOLI
615	0.313206915726308	0.783806223612309	-0.443733429371221	UPS1-UPS2	Non significant	YCCJ	P0AB14	sp|P0AB14|YCCJ_ECOLI
616	0.240674955596343	0.773718573858482	0.298402322406922	UPS1-UPS2	Non significant	EFEO	P0AB24	sp|P0AB24|EFEO_ECOLI
617	0.298347920775942	0.777975483703146	-0.107403430008819	UPS1-UPS2	Non significant	YCEB	P0AB26	sp|P0AB26|YCEB_ECOLI
618	0.44593709224229	0.82487136528371	-0.103101239862021	UPS1-UPS2	Non significant	YCED	P0AB28	sp|P0AB28|YCED_ECOLI
619	0.588464953374555	0.881809850946637	0.0582719336763233	UPS1-UPS2	Non significant	LPOB	P0AB38	sp|P0AB38|LPOB_ECOLI
620	0.918877899538582	0.974982074836595	0.0159969185833866	UPS1-UPS2	Non significant	YCGL	P0AB43	sp|P0AB43|YCGL_ECOLI
621	0.308441715443597	0.782473695023712	-0.279370076463678	UPS1-UPS2	Non significant	YCHN	P0AB52	sp|P0AB52|YCHN_ECOLI
622	0.931662473636194	0.97808823373725	0.0285721465632989	UPS1-UPS2	Non significant	YCII	P0AB55	sp|P0AB55|YCII_ECOLI
623	0.289790310656875	0.773718573858482	0.146664425713027	UPS1-UPS2	Non significant	LAPB	P0AB58	sp|P0AB58|LAPB_ECOLI
624	0.4267045383083	0.822540543956821	0.0900566727522829	UPS1-UPS2	Non significant	YCIN	P0AB61	sp|P0AB61|YCIN_ECOLI
625	0.637027091241105	0.896387905206469	0.0765389346064538	UPS1-UPS2	Non significant	ACYP	P0AB65	sp|P0AB65|ACYP_ECOLI
626	0.875174343733474	0.95581398050523	-0.0173836640082285	UPS1-UPS2	Non significant	PNTB	P0AB67	sp|P0AB67|PNTB_ECOLI
627	0.111239578277505	0.773718573858482	-0.24780558176468	UPS1-UPS2	Non significant	ALF	P0AB71	sp|P0AB71|ALF_ECOLI
628	0.805809086169926	0.929143466112808	-0.0196882368153481	UPS1-UPS2	Non significant	KBL	P0AB77	sp|P0AB77|KBL_ECOLI
629	0.220215464150083	0.773718573858482	-0.206543160885424	UPS1-UPS2	Non significant	ILVE	P0AB80	sp|P0AB80|ILVE_ECOLI
630	0.473806719472957	0.83167310211375	-0.220297835305264	UPS1-UPS2	Non significant	END3	P0AB83	sp|P0AB83|END3_ECOLI
631	0.239552264451198	0.773718573858482	-0.107206928569155	UPS1-UPS2	Non significant	PUR8	P0AB89	sp|P0AB89|PUR8_ECOLI
632	0.648678884782202	0.897730908181342	-0.0430374916833074	UPS1-UPS2	Non significant	AROG	P0AB91	sp|P0AB91|AROG_ECOLI
633	0.650061537345106	0.897730908181342	-0.0720372995771399	UPS1-UPS2	Non significant	ARSC	P0AB96	sp|P0AB96|ARSC_ECOLI
634	0.552055178748817	0.872917590730293	0.0903900262714963	UPS1-UPS2	Non significant	ATP6	P0AB98	sp|P0AB98|ATP6_ECOLI
635	0.390693371807777	0.806627124279873	0.090890318359456	UPS1-UPS2	Non significant	ATPF	P0ABA0	sp|P0ABA0|ATPF_ECOLI
636	0.809937707375193	0.929438730236888	-0.0402780047839144	UPS1-UPS2	Non significant	ATPD	P0ABA4	sp|P0ABA4|ATPD_ECOLI
637	0.365486666284625	0.798271702430459	0.0901730685964424	UPS1-UPS2	Non significant	ATPG	P0ABA6	sp|P0ABA6|ATPG_ECOLI
638	0.239568495908935	0.773718573858482	-0.205384210705176	UPS1-UPS2	Non significant	ATPA	P0ABB0	sp|P0ABB0|ATPA_ECOLI
639	0.201654842882392	0.773718573858482	-0.198716767826923	UPS1-UPS2	Non significant	ATPB	P0ABB4	sp|P0ABB4|ATPB_ECOLI
640	0.614113717943542	0.889225570233269	-0.0428408808485941	UPS1-UPS2	Non significant	ATMA	P0ABB8	sp|P0ABB8|ATMA_ECOLI
641	0.589350520586357	0.881959636147785	-0.0757636608566941	UPS1-UPS2	Non significant	HFLC	P0ABC3	sp|P0ABC3|HFLC_ECOLI
642	0.417396676483378	0.817151761107144	-0.0894289761252942	UPS1-UPS2	Non significant	HFLK	P0ABC7	sp|P0ABC7|HFLK_ECOLI
643	0.4533968227009	0.82487136528371	-0.0909786949129341	UPS1-UPS2	Non significant	BFR	P0ABD3	sp|P0ABD3|BFR_ECOLI
644	0.123770052777549	0.773718573858482	-0.225374433276805	UPS1-UPS2	Non significant	ACCA	P0ABD5	sp|P0ABD5|ACCA_ECOLI
645	0.834248606716857	0.936904005060778	-0.0406020966047045	UPS1-UPS2	Non significant	BCCP	P0ABD8	sp|P0ABD8|BCCP_ECOLI
646	0.138134251297882	0.773718573858482	-0.516938977098771	UPS1-UPS2	Non significant	BOLA	P0ABE2	sp|P0ABE2|BOLA_ECOLI
647	0.234666317257347	0.773718573858482	-0.138845929472971	UPS1-UPS2	Non significant	PCNB	P0ABF1	sp|P0ABF1|PCNB_ECOLI
648	0.528451077668054	0.864523407522538	-0.163671480447746	UPS1-UPS2	Non significant	EUTM	P0ABF4	sp|P0ABF4|EUTM_ECOLI
649	0.285292240732724	0.773718573858482	-0.230776518499191	UPS1-UPS2	Non significant	CDD	P0ABF6	sp|P0ABF6|CDD_ECOLI
650	0.0321814749777652	0.773718573858482	-0.31509742864349	UPS1-UPS2	Non significant	FTSA	P0ABH0	sp|P0ABH0|FTSA_ECOLI
651	0.149983599912706	0.773718573858482	-0.171732837264969	UPS1-UPS2	Non significant	CISY	P0ABH7	sp|P0ABH7|CISY_ECOLI
652	0.413305981611849	0.816874097098475	-0.0683532903398003	UPS1-UPS2	Non significant	CLPA	P0ABH9	sp|P0ABH9|CLPA_ECOLI
653	0.771901787098127	0.918542786741512	0.0363898745236497	UPS1-UPS2	Non significant	CORA	P0ABI4	sp|P0ABI4|CORA_ECOLI
654	0.253701388258768	0.773718573858482	-0.141444692120036	UPS1-UPS2	Non significant	CYOB	P0ABI8	sp|P0ABI8|CYOB_ECOLI
655	0.0949510002961472	0.773718573858482	-0.25969478586557	UPS1-UPS2	Non significant	CYOA	P0ABJ1	sp|P0ABJ1|CYOA_ECOLI
656	0.979484356481597	0.996387473692669	-0.0024901670775605	UPS1-UPS2	Non significant	CYDA	P0ABJ9	sp|P0ABJ9|CYDA_ECOLI
657	0.352893239957068	0.795284623614252	-0.180349998285138	UPS1-UPS2	Non significant	CYDB	P0ABK2	sp|P0ABK2|CYDB_ECOLI
658	0.0884473738999669	0.773718573858482	-0.258387842894315	UPS1-UPS2	Non significant	CYSK	P0ABK5	sp|P0ABK5|CYSK_ECOLI
659	0.232262039725851	0.773718573858482	0.383896830279191	UPS1-UPS2	Non significant	KDGL	P0ABN1	sp|P0ABN1|KDGL_ECOLI
660	0.451391621300224	0.82487136528371	0.196056627378482	UPS1-UPS2	Non significant	DCUA	P0ABN5	sp|P0ABN5|DCUA_ECOLI
661	0.938304187610353	0.980236814291152	-0.0065717621589485	UPS1-UPS2	Non significant	DEOD	P0ABP8	sp|P0ABP8|DEOD_ECOLI
662	0.157021526151129	0.773718573858482	-0.236437041948918	UPS1-UPS2	Non significant	COABC	P0ABQ0	sp|P0ABQ0|COABC_ECOLI
663	0.632505642318824	0.894905468707311	-0.0654863694797214	UPS1-UPS2	Non significant	GARR	P0ABQ2	sp|P0ABQ2|GARR_ECOLI
664	0.726907713087531	0.904424311775156	-0.0402842949228805	UPS1-UPS2	Non significant	DYR	P0ABQ4	sp|P0ABQ4|DYR_ECOLI
665	0.319770385738318	0.78918702239053	-0.110012045185591	UPS1-UPS2	Non significant	DKSA	P0ABS1	sp|P0ABS1|DKSA_ECOLI
666	0.694229823718016	0.899706445905837	0.0616728786790794	UPS1-UPS2	Non significant	DNAG	P0ABS5	sp|P0ABS5|DNAG_ECOLI
667	0.94160600241087	0.980728036899124	0.0109305918377913	UPS1-UPS2	Non significant	DPS	P0ABT2	sp|P0ABT2|DPS_ECOLI
668	0.813261874524593	0.930311654968547	-0.0265177532488323	UPS1-UPS2	Non significant	MENB	P0ABU0	sp|P0ABU0|MENB_ECOLI
669	0.364854851711433	0.798271702430459	-0.123910896595987	UPS1-UPS2	Non significant	YCHF	P0ABU2	sp|P0ABU2|YCHF_ECOLI
670	0.281701450621579	0.773718573858482	-0.228111051515171	UPS1-UPS2	Non significant	ELBB	P0ABU5	sp|P0ABU5|ELBB_ECOLI
671	0.840730732360159	0.94094647703511	0.0301263365847113	UPS1-UPS2	Non significant	EXBB	P0ABU7	sp|P0ABU7|EXBB_ECOLI
672	0.135609109226709	0.773718573858482	0.389999831049366	UPS1-UPS2	Non significant	TOLQ	P0ABU9	sp|P0ABU9|TOLQ_ECOLI
673	0.613823616122575	0.889225570233269	-0.176468628770994	UPS1-UPS2	Non significant	TOLR	P0ABV6	sp|P0ABV6|TOLR_ECOLI
674	0.250721870252048	0.773718573858482	0.626210613162449	UPS1-UPS2	Non significant	FLGG	P0ABX5	sp|P0ABX5|FLGG_ECOLI
675	0.756354441605759	0.914714714224371	-0.0831788070771751	UPS1-UPS2	Non significant	FLAW	P0ABY4	sp|P0ABY4|FLAW_ECOLI
676	0.460243363114277	0.825596906125597	0.10650992815625	UPS1-UPS2	Non significant	FLIG	P0ABZ1	sp|P0ABZ1|FLIG_ECOLI
677	0.63042503014052	0.894905468707311	-0.0588634095482377	UPS1-UPS2	Non significant	KDSC	P0ABZ4	sp|P0ABZ4|KDSC_ECOLI
678	0.243537367715585	0.773718573858482	-0.136934089027609	UPS1-UPS2	Non significant	SURA	P0ABZ6	sp|P0ABZ6|SURA_ECOLI
679	0.21889105921002	0.773718573858482	-0.168051749419767	UPS1-UPS2	Non significant	BAMD	P0AC02	sp|P0AC02|BAMD_ECOLI
680	0.0802614270549415	0.773718573858482	0.206211876131686	UPS1-UPS2	Non significant	DHPS	P0AC13	sp|P0AC13|DHPS_ECOLI
681	0.0771247120038132	0.773718573858482	-0.543652013194531	UPS1-UPS2	Non significant	FOLB	P0AC16	sp|P0AC16|FOLB_ECOLI
682	0.281896656743746	0.773718573858482	0.204502583890349	UPS1-UPS2	Non significant	FOLX	P0AC19	sp|P0AC19|FOLX_ECOLI
683	0.0887177271926662	0.773718573858482	-0.215956797225459	UPS1-UPS2	Non significant	FTSX	P0AC30	sp|P0AC30|FTSX_ECOLI
684	0.33122133555306	0.791717880047221	-0.0931756486280904	UPS1-UPS2	Non significant	FUMA	P0AC33	sp|P0AC33|FUMA_ECOLI
685	0.444512950614471	0.82487136528371	-0.0757696397061096	UPS1-UPS2	Non significant	ASPA	P0AC38	sp|P0AC38|ASPA_ECOLI
686	0.21013631276744	0.773718573858482	-0.114039207248936	UPS1-UPS2	Non significant	SDHA	P0AC41	sp|P0AC41|SDHA_ECOLI
687	0.236186375270649	0.773718573858482	0.397674274610907	UPS1-UPS2	Non significant	DHSD	P0AC44	sp|P0AC44|DHSD_ECOLI
688	0.553260611756713	0.872917590730293	-0.0714930602888586	UPS1-UPS2	Non significant	FRDB	P0AC47	sp|P0AC47|FRDB_ECOLI
689	0.181061954681865	0.773718573858482	-0.279999526145026	UPS1-UPS2	Non significant	ZUR	P0AC51	sp|P0AC51|ZUR_ECOLI
690	0.516127597969074	0.85939671032688	-0.0633249168352279	UPS1-UPS2	Non significant	G6PD	P0AC53	sp|P0AC53|G6PD_ECOLI
691	0.239269440361267	0.773718573858482	-0.184929568861754	UPS1-UPS2	Non significant	GLRX2	P0AC59	sp|P0AC59|GLRX2_ECOLI
692	0.816855263651588	0.93120562758216	-0.0244214581550963	UPS1-UPS2	Non significant	GLRX3	P0AC62	sp|P0AC62|GLRX3_ECOLI
693	0.205799663105572	0.773718573858482	-0.292607467270706	UPS1-UPS2	Non significant	GLRX4	P0AC69	sp|P0AC69|GLRX4_ECOLI
694	0.904797036879853	0.969181516054053	0.0302790386884659	UPS1-UPS2	Non significant	KDTA	P0AC75	sp|P0AC75|KDTA_ECOLI
695	0.832235749025516	0.935853103176967	0.0411942386950983	UPS1-UPS2	Non significant	LGUL	P0AC81	sp|P0AC81|LGUL_ECOLI
696	0.505949325506311	0.850928402487578	-0.135799090186985	UPS1-UPS2	Non significant	GLO2	P0AC84	sp|P0AC84|GLO2_ECOLI
697	0.248312366393275	0.773718573858482	-0.129937699839825	UPS1-UPS2	Non significant	PHSG	P0AC86	sp|P0AC86|PHSG_ECOLI
698	0.388481617949827	0.806627124279873	-0.129710177320355	UPS1-UPS2	Non significant	GNSA	P0AC92	sp|P0AC92|GNSA_ECOLI
699	0.690493918586487	0.899706445905837	0.126853852496581	UPS1-UPS2	Non significant	GNTP	P0AC94	sp|P0AC94|GNTP_ECOLI
700	0.136939359354849	0.773718573858482	0.1596306862291	UPS1-UPS2	Non significant	YIBF	P0ACA1	sp|P0ACA1|YIBF_ECOLI
701	0.2371297074211	0.773718573858482	-0.209903070914603	UPS1-UPS2	Non significant	SSPA	P0ACA3	sp|P0ACA3|SSPA_ECOLI
702	0.40381200864419	0.811162582176615	-0.131778480526883	UPS1-UPS2	Non significant	GSTB	P0ACA7	sp|P0ACA7|GSTB_ECOLI
703	0.995397245879138	0.998492567151631	-0.0007015443129283	UPS1-UPS2	Non significant	DNAB	P0ACB0	sp|P0ACB0|DNAB_ECOLI
704	0.110196242171323	0.773718573858482	0.154740485727189	UPS1-UPS2	Non significant	HEM2	P0ACB2	sp|P0ACB2|HEM2_ECOLI
705	0.353320846051411	0.795284623614252	0.114758290728062	UPS1-UPS2	Non significant	HEMG	P0ACB4	sp|P0ACB4|HEMG_ECOLI
706	0.690346400699733	0.899706445905837	0.0502971374142689	UPS1-UPS2	Non significant	HEMY	P0ACB7	sp|P0ACB7|HEMY_ECOLI
707	0.0772879871003876	0.773718573858482	-0.448455153572379	UPS1-UPS2	Non significant	ERPA	P0ACC3	sp|P0ACC3|ERPA_ECOLI
708	0.24836374553589	0.773718573858482	-0.114743526004894	UPS1-UPS2	Non significant	GLMU	P0ACC7	sp|P0ACC7|GLMU_ECOLI
709	0.802619017723058	0.929143466112808	0.0285279082957572	UPS1-UPS2	Non significant	ISCU	P0ACD4	sp|P0ACD4|ISCU_ECOLI
710	0.766985482580093	0.918072381859425	-0.0320721358211706	UPS1-UPS2	Non significant	MBHM	P0ACE0	sp|P0ACE0|MBHM_ECOLI
