LFQ intensity 1_1	LFQ intensity 1_2	LFQ intensity 1_3	LFQ intensity 1_4	LFQ intensity 1_5	LFQ intensity 1_6	LFQ intensity 10_1	LFQ intensity 10_2	LFQ intensity 10_3	LFQ intensity 10_4	LFQ intensity 10_5	LFQ intensity 10_6	LFQ intensity 4_1	LFQ intensity 4_2	LFQ intensity 4_3	LFQ intensity 4_4	LFQ intensity 4_5	LFQ intensity 4_6	Only identified by site	Reverse	Potential contaminant	Student's T-test Significant fold10_fold1	Student's T-test significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	-Log Student's T-test p-value fold10_fold1	Student's T-test q-value fold10_fold1	Student's T-test Difference fold10_fold1	Student's T-test Test statistic fold10_fold1	Protein IDs	Majority protein IDs	id
21.867136	23.60313416	22.85195732	22.70311546	22.39587975	20.96232033	21.99770355	23.22803688	21.93659973	22.59662247	21.5286541	21.24759674	21.28130341	22.49760818	22.63150597	21.13822174	21.92611313	19.83491898						5	4	2	16.5	13.4	6.7	32.85	0	12.414	61206000	22	NaN	NaN	0	NaN	sp|P07951|TPM2_HUMAN	sp|P07951|TPM2_HUMAN	845
21.44841576	21.73729324	21.46972656	21.85267258	22.69493675	23.40238571	25.3758049	25.49555016	25.37970924	25.48000526	24.86192703	25.39280319	24.66676521	24.57299805	24.25839424	24.34556961	24.29670143	24.19640541						4	4	4	4.5	4.5	4.5	129.87	0	63.766	494940000	52	NaN	NaN	0	NaN	sp|P08004|CHS1_YEAST	sp|P08004|CHS1_YEAST	846
22.71576309	22.3759346	22.8634758	22.26464844	22.1325264	22.84199333	24.89568901	22.06757736	20.39240265	22.04405785	22.27730942	21.32625961	23.44997787	23.51388359	21.32255745	21.52700424	21.8504467	19.71009636						4	4	4	6.9	6.9	6.9	72.719	0	54.134	124510000	26	NaN	NaN	0	NaN	sp|P08018|PBS2_YEAST	sp|P08018|PBS2_YEAST	847
22.42879105	22.07747269	25.22868729	22.62397003	25.09623337	25.16472816	22.88671494	22.14139557	21.26060295	22.11177444	21.13074684	25.01000786	22.40311623	22.15460396	21.19492912	21.86715889	22.49187088	20.4618187						1	1	1	1.9	1.9	1.9	80.692	0	62.061	1124400000	110	0.834926096	0.201149571	-1.346439997	-1.575396422	sp|P08047|SP1_HUMAN	sp|P08047|SP1_HUMAN	848
22.44925117	23.47226906	21.77043915	23.8459568	23.37387848	21.71626854	22.91332436	22.35379219	21.29102135	21.84725571	21.98796463	20.88833809	22.98593521	21.49256325	22.45452309	22.30204964	23.09821892	20.83915901						1	1	1	5	5	5	90.504	0	20.993	27009000	4	NaN	NaN	0	NaN	sp|P08048|ZFY_HUMAN;sp|P17010|ZFX_HUMAN	sp|P08048|ZFY_HUMAN;sp|P17010|ZFX_HUMAN	849
22.93684578	21.4484787	24.54291725	24.37232208	23.28940964	21.11363602	22.4389286	23.92134285	23.19532013	22.72921944	22.02171516	23.44301414	20.81537819	22.99992371	21.86604309	21.86231613	20.83541107	20.2347908						2	2	2	2.3	2.3	2.3	154.79	0	21.089	190610000	24	NaN	NaN	0	NaN	sp|P08069|IGF1R_HUMAN;sp|P06213|INSR_HUMAN	sp|P08069|IGF1R_HUMAN;sp|P06213|INSR_HUMAN	850
24.21170807	24.0444355	23.94948959	20.86415863	23.91561127	23.79817963	22.19770622	23.67883301	22.81917572	24.02682877	22.10352707	22.96909142	21.57979774	23.59023666	22.57800865	22.03094482	21.86553955	21.28370667						1	1	1	1.5	1.5	1.5	75.872	0	4.6502	121280000	19	0.362629923	0.503989176	-0.498070081	-0.815316245	sp|P08133|ANXA6_HUMAN	sp|P08133|ANXA6_HUMAN	851
23.80177116	23.42817116	21.35360527	22.12460518	21.07170677	22.12139702	22.29323387	22.62328148	21.94366074	23.46135902	21.20906067	22.0117569	22.27677727	22.91810608	22.01722527	21.33431435	22.25082779	21.40892792						1	1	1	4.1	4.1	4.1	79.774	0	2.7608	0	1	NaN	NaN	0	NaN	sp|P08153|SWI5_YEAST	sp|P08153|SWI5_YEAST	852
27.14394379	27.03883743	27.06671333	26.8730278	26.93483353	26.91843414	26.34766579	26.40288544	26.32005119	26.33904076	26.14098358	26.19067192	26.57729912	26.73608589	26.48526764	26.59491348	26.5649128	26.62992668				+	fold10_fold1	6	6	6	14.9	14.9	14.9	67.993	0	103.63	1802100000	114	6.509301617	4.21E-06	-0.705748558	-11.92643453	sp|P08195|4F2_HUMAN	sp|P08195|4F2_HUMAN	853
22.47604179	23.01847458	23.02635193	23.16367722	22.85885429	22.30794907	23.50419617	21.59253693	22.86527252	22.40906906	21.75117683	21.64958382	22.88134956	23.96939087	21.70395851	20.98964119	20.41809464	21.07171059						1	1	1	2.8	2.8	2.8	85.182	0	15.026	112970000	19	NaN	NaN	0	NaN	sp|P08237|PFKAM_HUMAN	sp|P08237|PFKAM_HUMAN	854
36.33467865	35.9474411	35.95792007	35.82344818	35.70769119	35.72122955	35.23016739	35.2616806	35.29272461	35.19395828	35.32740402	35.33154678	35.49354172	35.55961609	35.51826096	35.48813629	35.51108932	35.48588943				+	fold10_fold1	23	18	10	35.5	27.6	20.3	83.263	0	323.31	7.9358E+11	956	4.224949251	0.000248059	-0.642487844	-6.616015969	sp|P08238|HS90B_HUMAN;sp|Q58FF7|H90B3_HUMAN	sp|P08238|HS90B_HUMAN	855
24.15737724	22.99000549	22.63683319	21.27725983	21.82188416	21.81005669	21.99589157	23.73538208	23.36368561	22.37545776	22.14372063	20.94172668	22.30825424	22.42247963	22.73453331	21.39932442	20.58593369	19.55998421						2	2	2	8	8	8	39.33	0	32.888	62655000	17	NaN	NaN	0	NaN	sp|P08397|HEM3_HUMAN	sp|P08397|HEM3_HUMAN	856
21.88487434	21.9374218	23.38248062	21.70307732	22.15723991	20.36637497	22.08538628	22.49674225	22.67277527	22.35579109	21.17552948	21.99774933	22.18910789	23.66919899	21.34580994	21.43636513	20.92160416	22.49145126						2	2	2	6	6	6	52.285	0	23.211	93835000	15	NaN	NaN	0	NaN	sp|P08432|DCOR_YEAST	sp|P08432|DCOR_YEAST	857
23.49754143	22.27795982	22.09867668	22.73279762	21.45987511	21.51864815	23.09630775	22.13599586	23.36073303	21.64325523	21.37758064	20.63801765	21.84069824	22.2400322	21.78191376	21.05464363	20.89251137	24.84302139						1	1	1	0.7	0.7	0.7	138.75	0	2.8943	579900000	17	NaN	NaN	0	NaN	sp|P08518|RPB2_YEAST	sp|P08518|RPB2_YEAST	858
23.21020889	21.78001785	22.38460159	22.60651016	22.23819923	20.96125412	22.20384598	22.35277939	22.16337013	21.94525528	22.12249565	22.27735329	22.0581646	23.60535049	23.27554512	22.71232605	23.37295341	20.65756798						3	3	3	11.9	11.9	11.9	40.483	0	13.669	94793000	19	NaN	NaN	0	NaN	sp|P08524|ERG20_YEAST;sp|P14324|FPPS_HUMAN	sp|P08524|ERG20_YEAST	859
22.40800476	22.22476959	22.3939209	22.19224167	21.87365723	21.38714981	22.01088524	23.36950874	22.8067112	22.44148827	22.77795029	22.17242432	22.6752224	22.70111275	22.65391159	21.12758827	21.92313957	22.5049572						1	1	1	2.8	2.8	2.8	54.075	0	10.248	37322000	8	NaN	NaN	0	NaN	sp|P08539|GPA1_YEAST	sp|P08539|GPA1_YEAST	860
24.32874298	22.01591492	21.64610863	22.50601006	21.96588707	22.34649849	23.35905647	22.64243889	23.08875084	23.31382561	23.03754616	21.59547806	22.86441803	23.01059151	23.33105469	23.5118618	23.54564285	22.87835503						1	1	1	7.6	7.6	7.6	25.486	0	41.962	48322000	11	NaN	NaN	0	NaN	sp|P08579|RU2B_HUMAN	sp|P08579|RU2B_HUMAN	861
23.88636971	22.22812462	22.07888794	24.39086914	24.55490875	24.47914124	24.01207542	22.69909096	21.41070557	21.41217422	22.83167839	22.24941254	23.19982147	22.36605072	24.44164467	22.09839058	24.69842911	21.32858849						2	2	2	2.7	2.7	2.7	155.54	0	29.552	353130000	41	1.055771914	0.131019947	-1.167194049	-1.890783223	sp|P08581|MET_HUMAN	sp|P08581|MET_HUMAN	862
24.80093193	26.31305885	27.41643143	27.23013496	27.33551788	27.19573021	26.84780693	22.07168388	26.65880775	26.76749229	26.69856071	25.81320953	25.9463253	26.15048599	26.02749252	27.17207336	19.71153641	26.16167641						1	1	1	9.2	9.2	9.2	51.556	0	40.042	1722100000	77	0.492046255	0.389863863	-0.905707359	-1.041717707	sp|P08621|RU17_HUMAN	sp|P08621|RU17_HUMAN	863
30.97671318	30.4543457	30.71210861	30.56710625	30.49828911	30.42692375	29.61053848	29.85038757	29.82060051	29.86782455	29.81947517	29.78956413	30.41437721	30.28504562	30.25597382	30.11259651	30.18931007	29.96457863				+	fold10_fold1	9	8	8	28.8	26.8	26.8	53.651	0	271.1	19205000000	157	5.26132378	3.94E-05	-0.812849363	-8.722555554	sp|P08670|VIME_HUMAN;sp|P41219|PERI_HUMAN	sp|P08670|VIME_HUMAN	864
23.18149948	23.78940582	22.02790833	22.03111076	22.51479912	21.30296898	24.54138184	24.49509239	24.58823586	24.60964012	24.71523476	24.4875679	23.95659828	23.94181061	22.38616562	20.79595375	21.81827164	20.61796951						7	7	7	6.6	6.6	6.6	227.83	0	50.996	207600000	43	NaN	NaN	0	NaN	sp|P08678|CYAA_YEAST	sp|P08678|CYAA_YEAST	865
21.45666695	22.16285133	22.64110565	22.76708221	21.09031677	22.2296772	22.55008125	22.79216385	22.60839081	22.73304939	22.27499199	21.01487541	20.09632111	20.57533073	22.99571228	22.00491142	27.7983532	21.88384438						1	1	1	16.3	16.3	16.3	15.55	0	15.412	2523000000	15	NaN	NaN	0	NaN	sp|P08708|RS17_HUMAN	sp|P08708|RS17_HUMAN	866
28.30938721	28.08638573	28.16091537	27.98901939	27.79451561	28.01302528	22.29419708	21.99417305	26.25120544	22.16656685	27.01201248	21.0579052	22.02606964	27.67350769	27.79977417	27.75862503	27.45607185	27.35144424				+	fold10_fold1	4	4	4	19.7	19.7	19.7	35.936	0	169.65	2727500000	60	2.931691514	0.003200278	-4.596198082	-4.484779107	sp|P08758|ANXA5_HUMAN	sp|P08758|ANXA5_HUMAN	867
23.10501862	22.81287193	23.39675903	23.49606895	23.65490913	23.3631916	22.14530754	22.26756668	22.61620712	21.64169312	22.15727997	21.40360069	21.5887661	21.92157173	23.38811111	22.87024879	23.15000916	23.10872078				+	fold10_fold1	2	2	2	7.5	7.5	7.5	32.854	0	7.3956	149570000	45	3.767523898	0.000591573	-1.266194026	-5.809251386	sp|P08865|RSSA_HUMAN	sp|P08865|RSSA_HUMAN	868
23.5878849	22.01858139	22.0258255	21.79113579	21.48396873	22.64583206	22.81428146	23.57542419	23.6482296	23.63621902	23.66589928	24.06406403	21.64589691	21.81639099	22.78232765	21.02709579	23.11087227	20.46089745						1	1	1	2.2	2.2	2.2	65.699	0	3.5534	102220000	21	NaN	NaN	0	NaN	sp|P09032|EI2BG_YEAST	sp|P09032|EI2BG_YEAST	869
27.64670753	27.18876839	27.05237579	26.87055969	26.89411736	26.91490364	29.74101448	29.71414185	29.80897522	29.85559464	29.72367477	29.80140877	29.04564857	28.99544907	28.84116173	28.92453575	28.94932365	28.87379074				+	fold10_fold1	9	9	9	27	27	27	31.574	0	84.103	8910400000	101	9.031449194	5.67E-08	2.679562887	21.78225246	sp|P09064|IF2B_YEAST	sp|P09064|IF2B_YEAST	871
22.32555008	22.28968811	25.92800331	25.89075851	25.87464523	25.69037819	25.2877121	21.39653969	21.04536819	24.07643318	21.64574432	22.46933365	25.5354023	25.39790154	25.35628891	25.27636147	25.38561249	25.2578907						3	3	3	19.5	19.5	19.5	23.356	0	153.55	723230000	45	1.122250465	0.114894813	-2.012982051	-1.983233216	sp|P09211|GSTP1_HUMAN	sp|P09211|GSTP1_HUMAN	872
22.73659706	21.85437584	23.28881264	22.44526863	22.54321671	22.26237869	22.28410149	21.64583778	22.52528954	22.58681488	21.88996887	22.07416534	21.37787819	20.8924675	21.89544487	21.53318024	21.50191116	21.35414696						1	1	1	1.9	1.9	1.9	69.621	0	33.368	0	16	NaN	NaN	0	NaN	sp|P09232|PRTB_YEAST	sp|P09232|PRTB_YEAST	873
22.74520302	21.90020561	23.03447914	22.96498108	23.70601273	22.33369446	23.23518562	21.56201553	21.72146225	21.84096527	22.84625626	22.30088043	22.93989372	22.69935417	23.37690163	21.50048256	21.83072853	19.74518013						2	2	2	19.5	19.5	19.5	17.394	0	14.361	31936000	7	NaN	NaN	0	NaN	sp|P09234|RU1C_HUMAN	sp|P09234|RU1C_HUMAN	874
23.25003815	23.2905159	23.22178268	21.45998955	24.2908783	22.06468201	23.5331459	23.5685997	21.71196556	23.30924797	23.36892891	23.57565498	21.16579056	21.73711777	23.87277222	22.2223587	20.76130676	21.18571472						3	3	3	20.7	20.7	20.7	14.716	0	9.2243	171880000	21	NaN	NaN	0	NaN	sp|P09382|LEG1_HUMAN	sp|P09382|LEG1_HUMAN	875
21.71596336	27.20209694	26.84995461	26.7988472	26.43437576	25.60404968	27.30669403	27.20778656	27.31682777	27.34840775	27.07009697	27.36436081	27.18791962	27.4089222	27.26535034	27.27923393	27.38960648	27.56732368						6	6	6	34.9	34.9	34.9	24.893	0	245.68	2289700000	115	0.98011822	0.151945983	1.501481056	1.784350372	sp|P09429|HMGB1_HUMAN;sp|B2RPK0|HGB1A_HUMAN	sp|P09429|HMGB1_HUMAN	876
23.58427048	21.28183556	22.87789154	22.79605293	22.05990219	21.68208122	22.85140419	25.32123947	21.12997627	22.15833664	22.20319748	21.68696404	22.41631317	21.57370377	21.05582809	22.68694878	20.97764587	20.74653244						4	4	4	6.1	6.1	6.1	122.98	0	45.681	305350000	19	NaN	NaN	0	NaN	sp|P09436|SYIC_YEAST	sp|P09436|SYIC_YEAST	877
22.10743332	23.1519413	22.47328186	22.00695992	21.27671242	22.33874702	22.72063828	24.18685722	22.48947144	22.05558395	23.24817848	20.91220474	22.07331276	22.9012661	21.21818161	22.79636955	21.68548393	20.97372246						1	1	1	3.1	3.1	3.1	35.882	0	4.3791	30675000	14	NaN	NaN	0	NaN	sp|P09525|ANXA4_HUMAN	sp|P09525|ANXA4_HUMAN	878
23.04880714	24.79248238	24.91920853	25.09095573	24.87455177	24.99899292	24.63405991	24.26334572	24.41602898	24.56162453	24.25601959	24.18002701	25.05117416	21.07656479	24.72035789	22.7005291	24.58777809	24.56592941						3	3	3	6.2	6.2	6.2	47.578	0	10.591	369980000	34	0.313213093	0.555413005	-0.235648791	-0.723131533	sp|P09543|CN37_HUMAN	sp|P09543|CN37_HUMAN	879
21.76334572	22.81980133	22.22989464	21.67863655	22.17994881	20.9831295	24.51388359	22.2851162	24.57467461	21.94119072	24.65997887	24.65135384	22.77182007	22.58358574	20.4601593	21.90452385	23.87023163	20.5679512						3	3	3	5.9	5.9	5.9	147.94	0	22.88	172520000	14	NaN	NaN	0	NaN	sp|P09547|SWI1_YEAST	sp|P09547|SWI1_YEAST	880
25.84658813	24.27388954	23.03496552	22.49840355	22.41694832	22.55631447	22.62795258	21.9714489	23.32358932	22.02167702	21.24927902	21.29044914	21.08086395	22.30582619	20.79359055	22.01746368	20.55435944	19.90935135						1	1	1	7.3	7.3	7.3	32.818	0	10.083	31321000	1	NaN	NaN	0	NaN	sp|P09601|HMOX1_HUMAN	sp|P09601|HMOX1_HUMAN	881
21.70752907	23.47234726	23.27378845	22.44103241	23.18103027	22.74393082	22.64302826	21.65225029	22.7415657	22.92677116	22.49836349	21.94141769	23.38401413	22.06011009	21.47655296	22.10660934	21.66600609	20.61119461						3	3	3	9.7	9.7	9.7	82.244	0	9.5261	24137000	6	NaN	NaN	0	NaN	sp|P09620|KEX1_YEAST	sp|P09620|KEX1_YEAST	882
30.84048653	30.82464218	30.70676804	30.58055496	30.54333115	30.57884789	29.63417435	29.73162651	29.75343895	29.7765255	29.74635887	29.89922714	30.14175224	29.97937393	29.82254791	29.53728867	29.81554031	29.38191414				+	fold10_fold1	6	6	6	31.5	31.5	31.5	38.746	0	101.44	17623000000	106	7.292896447	1.21E-06	-0.922213236	-14.4228479	sp|P09651|ROA1_HUMAN;sp|Q32P51|RA1L2_HUMAN;sp|A0A2R8Y4L2|RA1L3_HUMAN	sp|P09651|ROA1_HUMAN;sp|Q32P51|RA1L2_HUMAN;sp|A0A2R8Y4L2|RA1L3_HUMAN	883
22.45110703	21.59478188	21.59395218	22.30695915	23.24643135	24.38080025	22.3754921	22.2309227	22.37152481	22.9572525	21.5405941	21.25896835	20.63706779	23.0641861	22.26958656	23.91551971	23.67055321	21.19448853						2	2	2	5.1	5.1	5.1	28.415	0	12.017	116820000	15	NaN	NaN	0	NaN	sp|P09661|RU2A_HUMAN	sp|P09661|RU2A_HUMAN	884
22.42196465	22.43494415	21.85174561	21.01482201	22.22283745	20.97809792	22.29405403	21.38966751	23.7972641	21.61530304	22.24113274	21.01038742	22.17588043	21.20735168	21.276577	22.44462967	21.55653954	21.61123085						2	2	2	1.2	1.2	1.2	218.58	0.008381	1.3726	46332000	8	NaN	NaN	0	NaN	sp|P09848|LPH_HUMAN	sp|P09848|LPH_HUMAN	885
23.0724659	22.89111137	24.30312729	22.38566589	21.64132118	24.08107185	21.69699097	21.90868187	21.79965973	21.78666306	21.81193161	20.45970535	19.95112228	22.26160049	22.68554306	23.26885223	20.66422462	21.38627052				+	fold10_fold1	3	3	3	3.4	3.4	3.4	113.08	0	5.8495	54429000	17	1.996938874	0.021227937	-1.485188484	-3.165124005	sp|P09874|PARP1_HUMAN	sp|P09874|PARP1_HUMAN	886
26.39312935	25.80269814	25.71182632	25.73088837	26.16907501	25.86353493	25.80715179	25.54421616	25.2010498	25.51132202	25.83552361	25.36779785	25.44625854	25.82400894	25.78071785	25.6673069	25.69226837	25.42601585				+	fold10_fold1	9	9	9	7.1	7.1	7.1	165.91	0	54.766	866800000	94	1.619593062	0.044300829	-0.400681814	-2.657287609	sp|P09884|DPOLA_HUMAN	sp|P09884|DPOLA_HUMAN	887
22.58960342	26.86431503	27.05393028	27.30164528	27.34494209	27.07989311	30.19060516	30.20641327	30.03787041	29.06061935	29.86484528	28.88988876	29.21113205	29.24020386	29.3614769	29.1782856	29.27960968	29.03750229				+	fold10_fold1	2	2	2	3.8	3.8	3.8	46.147	0	158.71	9701300000	69	2.730048349	0.004831416	3.335985502	4.188671826	sp|P09938|RIR2_YEAST	sp|P09938|RIR2_YEAST	888
23.28728104	23.30564308	22.88009644	22.41031075	21.53548813	21.03362465	22.24425697	22.87080383	22.77548981	22.60076714	22.08446312	22.56741524	22.61094284	22.09235382	23.30290604	21.97289276	21.7947731	19.54330254						1	1	1	3.4	3.4	3.4	90.559	0	21.452	55914000	16	NaN	NaN	0	NaN	sp|P09959|SWI6_YEAST	sp|P09959|SWI6_YEAST	889
21.66167831	21.96234512	23.07301903	22.23333931	22.44799805	20.88621712	23.22914696	22.59573174	23.11155891	22.49991608	22.1400013	20.65909767	22.44711685	20.73696136	22.49141884	21.99578857	24.10868835	21.50448608						2	1	1	11.3	7.7	7.7	39.455	0	33.069	257870000	17	NaN	NaN	0	NaN	sp|P09972|ALDOC_HUMAN	sp|P09972|ALDOC_HUMAN	890
23.39172363	23.86229324	24.57167435	21.31806564	21.89749146	20.72623253	23.17045784	22.95388031	21.73610687	23.56128693	22.26574326	23.40829086	22.00147057	27.23617172	22.73344612	21.80394936	21.16051483	21.4178009						1	1	1	28.9	28.9	28.9	13.553	0	49.634	1155200000	12	NaN	NaN	0	NaN	sp|P0C0S5|H2AZ_HUMAN	sp|P0C0S5|H2AZ_HUMAN	891
21.67916679	22.97997093	22.665411	22.68687248	21.60685158	22.40258408	24.15576363	24.08626556	24.60918999	24.45041847	24.47078896	24.61341095	23.64647293	21.17809296	23.43109512	21.30298805	23.30243111	23.31630898						3	3	3	38.9	38.9	38.9	12.009	0	16.729	194760000	31	NaN	NaN	0	NaN	sp|P0C0T4|RS25B_YEAST;sp|Q3E792|RS25A_YEAST	sp|P0C0T4|RS25B_YEAST;sp|Q3E792|RS25A_YEAST	892
23.15638542	22.27717781	22.36213684	22.36221886	23.52376175	21.13995361	22.41412735	22.01823997	22.35502052	21.26899147	22.07662201	21.26036835	23.27106857	20.93040657	21.18305397	22.3326416	20.55910683	24.65954399						1	1	1	8	8	8	9.7597	0	2.6246	725580000	33	NaN	NaN	0	NaN	sp|Q3E754|RS21B_YEAST;sp|P0C0V8|RS21A_YEAST	sp|Q3E754|RS21B_YEAST;sp|P0C0V8|RS21A_YEAST	893
23.57971954	22.59057617	20.83000183	22.31905365	22.76478195	20.98406029	23.01804733	22.98962593	23.41293526	23.25400543	22.87995148	23.12118721	22.65747643	21.57357216	21.46233368	22.21073723	21.2853508	19.29416466						2	2	2	19.2	19.2	19.2	14.626	0	5.4271	83238000	15	NaN	NaN	0	NaN	sp|Q3E7Y3|RS22B_YEAST;sp|P0C0W1|RS22A_YEAST	sp|Q3E7Y3|RS22B_YEAST;sp|P0C0W1|RS22A_YEAST	894
22.1370163	22.79946136	22.5386734	21.46953964	22.95524406	20.6870327	23.46699905	23.42675209	23.54203224	21.8298378	23.68527985	22.09969521	22.975914	22.0165329	22.2141571	22.35083771	21.98454094	22.19384956						3	3	3	17.2	17.2	17.2	19.749	0	5.0099	95302000	21	NaN	NaN	0	NaN	sp|Q3E757|RL11B_YEAST;sp|P0C0W9|RL11A_YEAST	sp|Q3E757|RL11B_YEAST;sp|P0C0W9|RL11A_YEAST	895
23.14349174	23.42248917	22.35690689	20.89686203	21.12558174	21.91259003	22.22275352	22.04530907	21.63227463	23.18561745	22.52334785	21.23512268	22.84679604	20.99015045	21.88658524	21.36593056	21.60780525	20.57913017						1	1	1	16.4	16.4	16.4	7.5647	0.0050712	1.6257	3216400	1	NaN	NaN	0	NaN	sp|P0C0X0|RS28B_YEAST	sp|P0C0X0|RS28B_YEAST	896
23.64046669	21.73028755	21.71503639	22.58453751	22.09801102	21.56195831	22.7791214	22.621912	21.16992569	22.05314636	21.50552559	21.24495697	22.77102089	21.84786797	22.06534386	20.59073639	21.68949127	26.29305649						1	1	1	5.1	5.1	5.1	28.278	0	15.45	1965400000	76	NaN	NaN	0	NaN	sp|P0C1Z6|TFPT_HUMAN	sp|P0C1Z6|TFPT_HUMAN	897
22.68611908	22.66220665	22.99558258	23.54575157	22.17926216	21.10184097	23.37278557	23.44947433	23.50530624	23.50942039	23.43745995	23.89328384	23.46483994	22.90045357	21.64579964	21.81959724	21.44360352	19.5381279						2	2	2	18.4	18.4	18.4	15.505	0	11.826	150260000	27	NaN	NaN	0	NaN	sp|P0C2H7|RL27B_YEAST;sp|P0C2H6|RL27A_YEAST	sp|P0C2H7|RL27B_YEAST;sp|P0C2H6|RL27A_YEAST	898
22.54611969	22.01395416	22.85150719	22.25078583	22.04861069	22.55095673	22.85463905	23.29435158	22.37990189	22.20807266	21.49634552	21.52298164	22.57438278	22.41033363	22.69072533	20.99242973	20.89364624	26.05897522						1	1	1	9.7	9.7	9.7	12.967	0	7.2648	1226400000	24	NaN	NaN	0	NaN	sp|P0C2H9|RL31B_YEAST;sp|P0C2H8|RL31A_YEAST	sp|P0C2H9|RL31B_YEAST;sp|P0C2H8|RL31A_YEAST	899
