LFQ intensity UPS1_01	LFQ intensity UPS1_02	LFQ intensity UPS1_03	LFQ intensity UPS1_04	LFQ intensity UPS2_01	LFQ intensity UPS2_02	LFQ intensity UPS2_03	LFQ intensity UPS2_04	Only identified by site	Reverse	Potential contaminant	Student's T-test Significant 1_2	Student's T-test significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	-Log Student's T-test p-value 1_2	Student's T-test q-value 1_2	Student's T-test Difference 1_2	Student's T-test Test statistic 1_2	Protein IDs	Majority protein IDs	id
28.57834244	28.69922256	28.411026	28.86658669	28.80839157	28.56601715	29.08851051	28.97874641						16	16	16	47.2	47.2	47.2	52.015	0	187.48	5290100000	59	0.726952816	0.795218036	-0.22162199	-1.487205592	sp|P09832|GLTD_ECOLI;sp|P37127|AEGA_ECOLI	sp|P09832|GLTD_ECOLI	312
26.04174423	26.86289787	26.88785744	27.22131157	27.00678062	26.75951385	27.1794014	27.28964806						10	10	10	38.6	38.6	38.6	39.102	0	43.754	1565600000	43	0.506877654	0.795218036	-0.305383205	-1.105575034	sp|P09833|MODC_ECOLI	sp|P09833|MODC_ECOLI	313
27.7425251	27.22333717	27.3424015	26.87654495	26.82868767	26.96598244	26.95571136	26.82905197						11	11	11	19.5	19.5	19.5	77.023	0	47.452	1634900000	22	1.152842529	0.795218036	0.401343822	2.197616759	sp|P09980|REP_ECOLI	sp|P09980|REP_ECOLI	314
24.08090973	24.78471565	25.26270103	25.59037971	25.38594246	25.02297211	24.6753521	24.59605217						3	3	3	43.9	43.9	43.9	13.786	0	8.4424	402360000	9	0.008606755	0.999856469	0.009596825	0.02563827	sp|P09996|YIDB_ECOLI	sp|P09996|YIDB_ECOLI	315
30.80578232	30.94642639	30.98935699	31.10399628	30.9881382	30.79931068	30.9814167	31.09666443						45	45	45	71.4	71.4	71.4	103.87	0	323.31	24509000000	226	0.019459555	0.999856469	-0.004992008	-0.057280455	sp|P0A698|UVRA_ECOLI	sp|P0A698|UVRA_ECOLI	316
30.62427139	30.28989029	30.42141724	30.15279388	30.46138954	30.74486923	30.45767593	30.241045						9	9	9	16.7	16.7	16.7	63.202	0	21.288	15394000000	27	0.303819195	0.840727676	-0.104151726	-0.723148415	sp|P0A6A0|UBIB_ECOLI	sp|P0A6A0|UBIB_ECOLI	317
31.69091606	32.28736115	31.9824028	32.32375336	32.39151382	32.05226135	32.43790054	32.27375412						21	21	21	82.2	82.2	82.2	43.29	0	323.31	61373000000	387	0.60096069	0.795218036	-0.217749119	-1.271439423	sp|P0A6A3|ACKA_ECOLI	sp|P0A6A3|ACKA_ECOLI	318
33.44541931	33.63287354	33.81411743	33.5811615	33.53240967	33.66553879	33.80990601	33.90723801						4	4	4	42.3	42.3	42.3	8.6394	0	95.344	1.7472E+11	499	0.440283263	0.795218036	-0.110380173	-0.984604729	sp|P0A6A8|ACP_ECOLI	sp|P0A6A8|ACP_ECOLI	319
27.34468842	26.66763306	26.45613289	26.39987564	26.36375999	26.64705086	26.71594238	26.48110008						7	7	7	28.1	28.1	28.1	39.152	0	21.652	1217200000	28	0.299354228	0.840727676	0.165119171	0.714193896	sp|P0A6B4|ALR1_ECOLI	sp|P0A6B4|ALR1_ECOLI	320
32.97305679	32.81446075	32.82896042	32.72183609	32.6006546	32.86452103	32.85601044	32.98710632						23	23	23	67.1	67.1	67.1	45.089	0	323.31	92431000000	342	0.026662944	0.999856469	0.007505417	0.077883726	sp|P0A6B7|ISCS_ECOLI	sp|P0A6B7|ISCS_ECOLI	321
26.07944489	26.3634758	0	26.3415699	26.25511932	26.47506523	26.78381729	26.79699326						6	6	6	35.4	35.4	35.4	31.479	0	54.189	1026300000	10	0.474896433	0.795218036	-6.881626129	-1.047911275	sp|P0A6C1|END4_ECOLI	sp|P0A6C1|END4_ECOLI	322
0	0	0	0	0	0	0	22.02028656						3	3	3	14	14	14	27.159	0	5.5971	142000000	2	NaN	NaN	0	NaN	sp|P0A6C8|ARGB_ECOLI	sp|P0A6C8|ARGB_ECOLI	323
26.38796425	26.92919922	27.02780914	27.71030235	27.36001205	27.01201248	27.70892334	27.46419716						3	3	3	34	34	34	16.994	0	80.777	1948500000	42	0.566384606	0.795218036	-0.372467518	-1.211062795	sp|P0A6D0|ARGR_ECOLI	sp|P0A6D0|ARGR_ECOLI	324
29.03194237	28.59630013	28.36903	28.32834435	28.50191689	28.49948692	28.54207611	28.46866989						12	12	12	33.3	33.3	33.3	46.095	0	76.155	4495500000	54	0.189911181	0.880623005	0.078366756	0.483638207	sp|P0A6D3|AROA_ECOLI	sp|P0A6D3|AROA_ECOLI	325
29.67284966	29.27553177	29.44361687	29.294981	29.53658485	29.41199493	29.45373726	29.68909264						10	10	10	47.4	47.4	47.4	19.538	0	123.39	8585700000	63	0.403970084	0.795971783	-0.101107597	-0.917046562	sp|P0A6D7|AROK_ECOLI	sp|P0A6D7|AROK_ECOLI	326
27.64457703	27.29228401	27.34036446	27.07612419	27.69039154	27.09355736	27.73447227	27.23004341						9	9	9	67.8	67.8	67.8	19.151	0	51.418	2168900000	23	0.194974142	0.880204964	-0.098778725	-0.494851081	sp|P0A6E1|AROL_ECOLI	sp|P0A6E1|AROL_ECOLI	327
31.48644447	31.31251717	31.34535599	31.3095932	31.41362	31.35437012	31.43141365	31.53986931						26	26	26	71.1	71.1	71.1	49.898	0	323.31	32681000000	193	0.590197162	0.795218036	-0.071340561	-1.252708666	sp|P0A6E4|ASSY_ECOLI	sp|P0A6E4|ASSY_ECOLI	328
30.40801048	30.94677544	30.51239204	30.32635307	31.0840435	30.97055626	30.96519852	30.68076706						4	4	4	43.2	43.2	43.2	15.068	0	236.53	19641000000	63	1.223290187	0.795218036	-0.376758575	-2.315686449	sp|P0A6E6|ATPE_ECOLI	sp|P0A6E6|ATPE_ECOLI	329
26.82456589	26.86195183	26.72507477	26.95004654	27.0348568	26.34443474	26.78031731	26.50908852						4	4	4	23.8	23.8	23.8	24.981	0	21.245	1399600000	13	0.498128749	0.795218036	0.173235416	1.089873755	sp|P0A6E9|BIOD2_ECOLI	sp|P0A6E9|BIOD2_ECOLI	330
29.58003426	29.89966011	29.6257	29.99388504	30.02485466	29.55681992	30.01956177	29.99563789						15	15	15	69.6	69.6	69.6	41.431	0	323.31	11443000000	117	0.349728526	0.813429089	-0.124398708	-0.813577346	sp|P0A6F1|CARA_ECOLI	sp|P0A6F1|CARA_ECOLI	331
36.89204407	36.75296783	36.88433075	36.74397278	36.76673126	36.87268448	36.75757217	36.81752777						42	42	42	90.8	90.8	90.8	56.23	0	323.31	1.5524E+12	6715	0.112774097	0.921964797	0.014699936	0.304124413	sp|P0A6F3|GLPK_ECOLI	sp|P0A6F3|GLPK_ECOLI	332
36.29869461	36.30377197	36.43812561	36.33604431	36.25388336	36.50267029	36.36600113	36.26379776						39	39	39	82.5	82.5	82.5	57.328	0	323.31	1.1265E+12	4400	0.012346324	0.999856469	-0.002429008	-0.036625403	sp|P0A6F5|CH60_ECOLI	sp|P0A6F5|CH60_ECOLI	333
34.95020294	34.54598999	34.68603897	34.18548965	34.19410324	34.83512115	34.07893372	34.22784042						9	9	9	85.6	85.6	85.6	10.387	0	116.86	3.2131E+11	298	0.507637241	0.795218036	0.257930756	1.106935729	sp|P0A6F9|CH10_ECOLI	sp|P0A6F9|CH10_ECOLI	334
28.51668167	27.88861275	28.45022202	28.39439774	28.53789902	28.43936348	28.56967926	28.75535011						11	11	11	84.8	84.8	84.8	17.582	0	86.074	4236300000	52	0.833199421	0.795218036	-0.263094425	-1.665699432	sp|P0A6G3|PNCC_ECOLI	sp|P0A6G3|PNCC_ECOLI	335
31.11966324	31.3982563	31.52994728	31.65748787	31.50956345	31.52164078	31.87401009	31.89536858						10	10	10	63.8	63.8	63.8	23.186	0	268.39	42233000000	177	0.880606387	0.795218036	-0.273807049	-1.744756408	sp|P0A6G7|CLPP_ECOLI	sp|P0A6G7|CLPP_ECOLI	336
29.69852829	29.97951126	30.18364334	30.0674057	30.09219551	29.97828293	30.05788612	30.03354454						22	22	22	66	66	66	46.355	0	323.31	12895000000	167	0.219503301	0.86828609	-0.058205128	-0.548336235	sp|P0A6H1|CLPX_ECOLI	sp|P0A6H1|CLPX_ECOLI	337
32.91372299	32.88681793	32.85234833	32.77778244	32.7039032	32.79538727	32.93369675	32.78062057						28	28	28	63	63	63	49.593	0	323.31	87722000000	235	0.43026476	0.795218036	0.054265976	0.966089495	sp|P0A6H5|HSLU_ECOLI	sp|P0A6H5|HSLU_ECOLI	338
26.42763138	26.98315811	26.7894249	27.26651192	27.03328133	26.65976143	27.15894318	26.97661781						9	9	9	25.9	25.9	25.9	54.822	0	70.946	1638700000	38	0.170439789	0.884486886	-0.09046936	-0.439920341	sp|P0A6H8|CLSA_ECOLI	sp|P0A6H8|CLSA_ECOLI	339
29.56114388	29.71479607	29.56240082	29.76293945	29.85525322	29.56842804	29.9304409	29.83909035						10	10	10	68.7	68.7	68.7	24.746	0	108.71	10583000000	83	0.771197744	0.795218036	-0.147983074	-1.561815215	sp|P0A6I0|KCY_ECOLI	sp|P0A6I0|KCY_ECOLI	340
27.79371071	27.75385284	27.72500992	27.82408142	27.85204124	27.40486908	27.89486885	27.82862663						11	11	11	44	44	44	36.359	0	88.834	2690400000	57	0.090976463	0.937182748	0.029062271	0.249894304	sp|P0A6I3|COAA_ECOLI	sp|P0A6I3|COAA_ECOLI	341
27.18895721	27.72936058	27.68264389	27.40527344	27.72097206	27.66309166	27.3179493	27.70127487						6	6	6	52.8	52.8	52.8	17.836	0	28.584	2193000000	22	0.257017457	0.842322295	-0.099263191	-0.62769368	sp|P0A6I6|COAD_ECOLI	sp|P0A6I6|COAD_ECOLI	342
0	0	0	26.50588226	26.39474869	0	26.54585075	0						5	5	5	42.2	42.2	42.2	22.621	0	50.474	1088400000	13	NaN	NaN	0	NaN	sp|P0A6I9|COAE_ECOLI	sp|P0A6I9|COAE_ECOLI	343
0	0	0	0	0	0	0	25.75765991						1	1	1	6.3	6.3	6.3	29.305	0	21.576	568630000	6	NaN	NaN	0	NaN	sp|P0A6J3|CYSZ_ECOLI	sp|P0A6J3|CYSZ_ECOLI	344
31.68281937	32.13035202	32.0514183	32.17224121	32.42101669	32.11203766	32.58841705	32.42909622						22	22	22	75.5	75.5	75.5	47.607	0	323.31	59043000000	250	1.349387076	0.795218036	-0.378434181	-2.529142454	sp|P0A6J5|DADA_ECOLI	sp|P0A6J5|DADA_ECOLI	345
30.34127808	30.85169792	30.67328835	31.04979515	30.97760201	30.67236137	31.19113541	31.0684948						19	19	19	77.2	77.2	77.2	39.315	0	323.31	23030000000	151	0.634904236	0.795218036	-0.248383522	-1.330160457	sp|P0A6J8|DDLA_ECOLI	sp|P0A6J8|DDLA_ECOLI	346
27.98081779	28.0886631	28.09572029	28.12750626	28.48569679	27.96449661	28.36193657	28.36302376						6	6	6	36.1	36.1	36.1	30.208	0	70.649	3808900000	36	0.956222564	0.795218036	-0.220611572	-1.870476805	sp|P0A6K1|DAPF_ECOLI	sp|P0A6K1|DAPF_ECOLI	347
29.26438904	29.67170334	29.26939201	29.48709679	29.60553169	29.12023163	29.72747803	29.69142342						9	9	9	61.5	61.5	61.5	19.328	0	163.43	8948200000	51	0.272047784	0.840727676	-0.113020897	-0.658747437	sp|P0A6K3|DEF_ECOLI	sp|P0A6K3|DEF_ECOLI	348
33.63633728	33.49571991	33.69156265	33.70233536	33.65725327	33.66638565	33.8142128	33.78058243						26	26	26	90.2	90.2	90.2	44.369	0	323.31	1.5918E+11	347	0.7841138	0.795218036	-0.098119736	-1.583513159	sp|P0A6K6|DEOB_ECOLI	sp|P0A6K6|DEOB_ECOLI	349
31.43330574	31.472229	31.59992218	31.6597023	31.47421265	31.52864265	31.61166382	31.6865387						16	16	16	74.1	74.1	74.1	27.733	0	323.31	36147000000	152	0.188521452	0.880623005	-0.033974648	-0.480549534	sp|P0A6L0|DEOC_ECOLI	sp|P0A6L0|DEOC_ECOLI	350
31.31996346	31.54033089	31.42407227	31.46640587	31.58508492	31.46713638	31.80900574	31.64250374						12	12	12	55.5	55.5	55.5	31.27	0	323.31	35946000000	101	1.167750489	0.795218036	-0.188239574	-2.222545813	sp|P0A6L2|DAPA_ECOLI	sp|P0A6L2|DAPA_ECOLI	351
30.32967186	31.12589455	30.97555351	31.47783661	31.49662399	30.98759651	31.43151474	31.44079971						14	14	14	71	71	71	32.593	0	323.31	29860000000	168	0.647827659	0.795218036	-0.361894608	-1.352389434	sp|P0A6L4|NANA_ECOLI	sp|P0A6L4|NANA_ECOLI	352
0	24.39414406	0	24.96521187	24.19602966	0	24.75679398	0						4	4	4	9.7	9.7	9.7	54.808	0	13.721	251910000	5	0.003379809	0.999856469	0.101633072	0.010127496	sp|P0A6L7|UXAB_ECOLI	sp|P0A6L7|UXAB_ECOLI	353
27.69816399	27.27568626	27.35413742	27.19854164	27.43101501	27.31872368	27.58727837	27.18205643						8	8	8	71.9	71.9	71.9	20.137	0	64.533	2075900000	24	0.004458172	0.999856469	0.001863956	0.013342423	sp|P0A6L9|HSCB_ECOLI	sp|P0A6L9|HSCB_ECOLI	354
25.37815475	25.93988419	25.80906677	26.00382423	26.4306488	25.67308998	26.05703354	25.96648788						3	3	3	18.8	18.8	18.8	20.142	0	9.4789	763540000	12	0.551303627	0.795218036	-0.249082565	-1.184529912	sp|P0A6M2|DSBB_ECOLI	sp|P0A6M2|DSBB_ECOLI	355
26.95326996	27.00313759	27.06023407	26.55090904	26.55360603	26.83641434	26.41979408	26.72858238						5	5	5	30.3	30.3	30.3	15.95	0	50.727	1244500000	29	0.876480118	0.795218036	0.257288456	1.737884894	sp|P0A6M4|DTD_ECOLI	sp|P0A6M4|DTD_ECOLI	356
35.3359108	35.62312317	35.52282715	35.66376114	35.72285843	35.48303604	35.7423172	35.69532394						39	39	39	69.7	69.7	69.7	77.58	0	323.31	6.661E+11	3011	0.626527113	0.795218036	-0.12447834	-1.315715	sp|P0A6M8|EFG_ECOLI	sp|P0A6M8|EFG_ECOLI	357
31.62374878	31.82680321	31.97852135	31.573349	31.77980042	31.8483429	31.59481621	32.16602707						6	6	6	51.1	51.1	51.1	20.591	0	92.329	45670000000	128	0.262085044	0.840727676	-0.096641064	-0.638208284	sp|P0A6N4|EFP_ECOLI	sp|P0A6N4|EFP_ECOLI	358
28.02944183	27.90638542	28.16350937	28.47988892	28.20050812	28.09315491	28.53452682	28.6591835						8	8	8	46.3	46.3	46.3	21.532	0	91.595	3912000000	43	0.585974267	0.795218036	-0.227036953	-1.245344458	sp|P0A6N8|EFPL_ECOLI	sp|P0A6N8|EFPL_ECOLI	359
35.16758347	34.92411041	34.97608948	34.84814835	34.85164261	35.01026154	34.97852325	35.06157684						26	26	26	85.9	85.9	85.9	30.423	0	323.31	4.1912E+11	775	0.014437675	0.999856469	0.003481865	0.042730956	sp|P0A6P1|EFTS_ECOLI	sp|P0A6P1|EFTS_ECOLI	360
31.09383392	30.7503109	30.97137833	30.95095062	30.96794891	30.99253464	31.04641724	31.10655594						26	26	26	60	60	60	55.035	0	305.22	24750000000	190	0.514377777	0.795218036	-0.086745739	-1.118993319	sp|P0A6P5|DER_ECOLI	sp|P0A6P5|DER_ECOLI	361
29.23915672	29.60215378	29.27275467	29.66883278	29.83038139	29.10626984	29.97254372	29.91199303						10	10	10	54.8	54.8	54.8	23.561	0	176.01	9674800000	62	0.519418227	0.795218036	-0.259572506	-1.127989939	sp|P0A6P7|ENGB_ECOLI	sp|P0A6P7|ENGB_ECOLI	362
34.76993561	35.0700798	35.29946136	35.20652771	35.22708511	35.18670654	35.2375946	35.3595047						21	21	21	77.8	77.8	77.8	45.654	0	323.31	5.0852E+11	1663	0.657555214	0.795218036	-0.166221619	-1.369078419	sp|P0A6P9|ENO_ECOLI	sp|P0A6P9|ENO_ECOLI	363
31.85871696	31.82627296	31.80831528	31.78826714	31.97271347	31.90587616	31.70004272	31.90185356						9	9	9	52.9	52.9	52.9	18.969	0	65.852	47660000000	109	0.35168026	0.813429089	-0.049728394	-0.817359816	sp|P0A6Q3|FABA_ECOLI	sp|P0A6Q3|FABA_ECOLI	364
30.34826088	30.7643795	30.58530998	30.78729439	30.82585526	30.73360062	30.71661186	30.8282795						10	10	10	77.5	77.5	77.5	17.033	0	175.53	21477000000	171	0.712314284	0.795218036	-0.15477562	-1.462411384	sp|P0A6Q6|FABZ_ECOLI	sp|P0A6Q6|FABZ_ECOLI	365
31.08321953	31.50488472	31.15400124	31.57375526	31.56973267	31.17991066	31.47179413	31.58772469						14	14	14	69.7	69.7	69.7	33.515	0	306.91	34615000000	174	0.340312826	0.816790217	-0.123325348	-0.795262106	sp|P0A6R0|FABH_ECOLI	sp|P0A6R0|FABH_ECOLI	366
0	0	24.07455444	0	0	0	0	0						1	1	1	20.4	20.4	20.4	11.24	0	10.544	16572000	1	NaN	NaN	0	NaN	sp|P0A6R3|FIS_ECOLI	sp|P0A6R3|FIS_ECOLI	367
28.81360054	28.54034042	28.33483696	28.66945839	28.56623459	28.30778122	28.4873085	28.43284798						8	8	8	42.7	42.7	42.7	24.615	0	91.852	4498600000	40	0.573718203	0.795218036	0.141016006	1.223920077	sp|P0A6S0|FLGH_ECOLI	sp|P0A6S0|FLGH_ECOLI	368
28.86496353	29.39803314	29.45173454	29.73282433	29.69034195	29.54769516	29.52510834	29.67084312						15	15	15	67.6	67.6	67.6	36.361	0	237.39	8796200000	140	0.632411849	0.795218036	-0.246608257	-1.325865656	sp|P0A6S7|GPDA_ECOLI	sp|P0A6S7|GPDA_ECOLI	369
33.6076355	33.77470398	33.57260513	33.79468918	33.83253098	33.62907791	33.82411194	33.79197693						29	29	28	64.5	64.5	63	61.529	0	323.31	1.6859E+11	536	0.507753814	0.795218036	-0.082015991	-1.107144519	sp|P0A6T1|G6PI_ECOLI	sp|P0A6T1|G6PI_ECOLI	370
30.53371048	30.76049805	30.80247307	31.22951698	31.12423134	30.76097488	31.12213326	31.18068123						14	14	14	57.6	57.6	57.6	41.442	0	323.31	24752000000	156	0.580977845	0.795218036	-0.215455532	-1.236619726	sp|P0A6T3|GAL1_ECOLI	sp|P0A6T3|GAL1_ECOLI	371
29.85035706	29.46917534	29.8155098	29.30040169	29.2698822	29.86533356	29.51596642	29.62348747						12	12	12	70.3	70.3	70.3	24.83	0	94.089	9246600000	58	0.079460531	0.94858492	0.040193558	0.220494157	sp|P0A6T5|GCH1_ECOLI	sp|P0A6T5|GCH1_ECOLI	372
31.09572029	30.29701614	30.31343651	29.66149521	30.23455048	30.66050911	0	29.67599869						2	2	2	11.6	11.6	11.6	13.811	0	8.7817	14321000000	15	0.458993266	0.795218036	7.69915247	1.018947768	sp|P0A6T9|GCSH_ECOLI	sp|P0A6T9|GCSH_ECOLI	373
0	0	0	0	0	0	0	24.64790154						2	2	2	4.1	4.1	4.1	69.52	0	4.5455	302130000	6	NaN	NaN	0	NaN	sp|P0A6U3|MNMG_ECOLI	sp|P0A6U3|MNMG_ECOLI	374
26.53124428	26.99258804	26.87314415	26.90230751	27.25096893	26.7701416	27.16844368	27.07163048						6	6	6	54.1	54.1	54.1	23.431	0	31.726	1489400000	15	0.823704795	0.795218036	-0.240475178	-1.649832179	sp|P0A6U5|RSMG_ECOLI	sp|P0A6U5|RSMG_ECOLI	375
30.0226078	30.43131447	30.46927261	30.67606544	30.75517464	30.24818993	30.72118378	30.80301094						17	17	17	43.4	43.4	43.4	52.822	0	177.62	18750000000	106	0.579756776	0.795218036	-0.232074738	-1.234485562	sp|P0A6U8|GLGA_ECOLI	sp|P0A6U8|GLGA_ECOLI	376
31.3319149	31.19700813	31.05588341	31.15623283	31.11091805	31.14321327	31.11712456	31.17527771						21	21	21	62.4	62.4	62.4	48.697	0	279.75	28462000000	178	0.355034964	0.812123737	0.048626423	0.82385022	sp|P0A6V1|GLGC_ECOLI	sp|P0A6V1|GLGC_ECOLI	377
31.92751312	31.68545341	31.43574142	31.50090218	31.46484947	31.62753677	31.64881706	31.3816967						18	18	18	68.5	68.5	68.5	34.723	0	323.31	37214000000	186	0.361062759	0.807801375	0.106677532	0.835477783	sp|P0A6V8|GLK_ECOLI	sp|P0A6V8|GLK_ECOLI	378
0	0	0	0	23.32937241	0	0	0						2	2	2	7.5	7.5	7.5	33.515	0	6.2443	48828000	1	NaN	NaN	0	NaN	sp|P0A6W0|GLSA2_ECOLI	sp|P0A6W0|GLSA2_ECOLI	379
25.95409203	25.70603943	0	24.37026024	25.22346687	25.73443413	0	24.71140671						2	2	2	5	5	5	39.874	0	14.186	361460000	8	0.00336663	0.999856469	0.090270996	0.010088156	sp|P0A6W3|MRAY_ECOLI	sp|P0A6W3|MRAY_ECOLI	380
31.84994698	31.82061577	31.54816246	31.55809975	31.59396935	31.51587296	31.67366791	31.65961647						10	10	10	64.6	64.6	64.6	17.641	0	102.88	38967000000	95	0.413065877	0.795218036	0.083424568	0.934087277	sp|P0A6W5|GREA_ECOLI	sp|P0A6W5|GREA_ECOLI	381
30.31969261	30.4729557	30.48711586	30.47266579	30.55197144	30.48989296	30.65923309	30.60178185						24	24	24	60.8	60.8	60.8	58.269	0	323.31	17718000000	130	1.373063459	0.795218036	-0.137612343	-2.569594546	sp|P0A6W9|GSH1_ECOLI	sp|P0A6W9|GSH1_ECOLI	382
31.54508209	31.52952766	31.07985497	31.37108803	31.61074066	31.03858948	31.38288307	31.40704918						7	7	7	61.8	61.8	61.8	11.166	0	216.77	33915000000	102	0.047012933	0.98420132	0.02157259	0.134504615	sp|P0A6X3|HFQ_ECOLI	sp|P0A6X3|HFQ_ECOLI	383
32.72894669	32.87607956	32.91047668	32.67372894	32.93721008	32.95344925	32.64858246	32.72411346						10	10	10	70.7	70.7	70.7	11.354	0	141.07	87797000000	187	0.069427463	0.958116468	-0.018530846	-0.19442258	sp|P0A6X7|IHFA_ECOLI	sp|P0A6X7|IHFA_ECOLI	384
32.41654205	31.92067909	32.07794571	31.53963852	31.93185043	32.19674301	31.44963074	31.98264122						5	5	5	55.3	55.3	55.3	10.651	0	202.95	46296000000	68	0.156947939	0.893584104	0.098484993	0.409040504	sp|P0A6Y1|IHFB_ECOLI	sp|P0A6Y1|IHFB_ECOLI	385
29.52187538	30.38997459	30.40476608	30.77171707	30.7100563	30.61394882	30.56846428	30.63927269						12	12	12	66.4	66.4	66.4	32.534	0	323.31	18460000000	228	0.647780502	0.795218036	-0.360852242	-1.352308442	sp|P0A6Y5|HSLO_ECOLI	sp|P0A6Y5|HSLO_ECOLI	386
35.97980118	35.97179413	36.02403641	35.91912079	36.00890732	36.06471252	36.10448456	36.16933823						46	46	46	77.1	77.1	77.1	69.114	0	323.31	8.4924E+11	3022	1.521674508	0.795218036	-0.113172531	-2.826817759	sp|P0A6Y8|DNAK_ECOLI	sp|P0A6Y8|DNAK_ECOLI	387
31.2471714	30.98298073	31.02920532	31.01790428	30.87854767	31.01278496	31.16242981	31.04022408						25	25	25	54.7	54.7	54.7	65.652	0	323.31	25628000000	141	0.219110906	0.868428632	0.045818806	0.547491112	sp|P0A6Z1|HSCA_ECOLI	sp|P0A6Z1|HSCA_ECOLI	388
33.86756134	33.85619736	33.76791382	33.97715759	33.91794205	33.82894135	33.85628891	33.93640518						43	43	43	75.6	75.6	75.6	71.422	0	323.31	1.8627E+11	551	0.133926412	0.904197038	-0.017686844	-0.355135715	sp|P0A6Z3|HTPG_ECOLI	sp|P0A6Z3|HTPG_ECOLI	389
0	0	0	0	24.44739532	0	0	23.9791069						2	2	2	27.1	27.1	27.1	15.094	0	4.1094	172380000	4	NaN	NaN	0	NaN	sp|P0A6Z6|NIKR_ECOLI	sp|P0A6Z6|NIKR_ECOLI	390
33.95333099	33.60421371	33.56909943	33.41965866	33.36867142	33.58776855	33.57970047	33.49619293						49	49	49	68.8	68.8	68.8	97.349	0	323.31	1.4614E+11	517	0.469193452	0.795218036	0.128492355	1.037547937	sp|P0A705|IF2_ECOLI	sp|P0A705|IF2_ECOLI	391
31.72460365	32.04680634	31.81890297	32.13016891	32.02346802	31.77207184	32.18246078	32.247509						9	9	9	57.2	57.2	57.2	20.564	0	323.31	51017000000	125	0.388572454	0.796241363	-0.126256943	-0.888006609	sp|P0A707|IF3_ECOLI	sp|P0A707|IF3_ECOLI	392
0	0	0	0	0	0	0	22.80956841						1	1	1	2.4	2.4	2.4	33.669	0.0097431	1.8774	145830000	3	NaN	NaN	0	NaN	sp|P0A712|KDGT_ECOLI	sp|P0A712|KDGT_ECOLI	393
33.05994797	32.96925354	33.00975418	32.97449493	32.97309113	33.00945282	32.83258438	33.08565903						18	18	18	81.3	81.3	81.3	30.832	0	323.31	97017000000	318	0.19473808	0.880204964	0.028165817	0.494329646	sp|P0A715|KDSA_ECOLI	sp|P0A715|KDSA_ECOLI	394
31.62849236	32.09791946	31.83578873	32.19515991	32.30078506	31.82346535	32.36170578	32.21581268						15	15	15	56.2	56.2	56.2	34.218	0	323.31	56084000000	197	0.639239544	0.795218036	-0.236102104	-1.337624867	sp|P0A717|KPRS_ECOLI	sp|P0A717|KPRS_ECOLI	395
26.9216156	27.17712212	27.09204483	26.99991608	27.42622375	27.34714127	27.01201248	26.55927849						8	8	8	45.1	45.1	45.1	23.783	0	108.2	1659400000	25	0.066926625	0.961314568	-0.038489342	-0.187854667	sp|P0A720|KTHY_ECOLI	sp|P0A720|KTHY_ECOLI	396
29.45732498	29.13907051	29.01454163	29.41796112	29.31490517	28.99207497	29.58195686	29.42532349						8	8	8	39.7	39.7	39.7	28.08	0	142.88	7542500000	66	0.167406519	0.887089613	-0.071340561	-0.433021249	sp|P0A722|LPXA_ECOLI	sp|P0A722|LPXA_ECOLI	397
29.69642448	29.46822357	29.51222229	29.1942749	29.09285164	29.55345535	29.13361931	29.30751991						13	13	13	48.9	48.9	48.9	33.956	0	69.687	8061300000	31	0.634261256	0.795218036	0.195924759	1.32905274	sp|P0A725|LPXC_ECOLI	sp|P0A725|LPXC_ECOLI	398
29.60965729	30.14199638	30.08638573	30.36619759	30.29537392	30.21488762	30.26371765	30.26528358						9	9	9	47.4	47.4	47.4	21.691	0	139.99	16698000000	112	0.620420863	0.795218036	-0.208756447	-1.305166687	sp|P0A729|NTPPB_ECOLI	sp|P0A729|NTPPB_ECOLI	399
28.4856205	28.86050224	28.69885826	29.26190376	29.01677513	28.91638565	29.27450943	28.97188568						6	6	6	84.9	84.9	84.9	16.918	0	146.89	5967500000	85	0.558426558	0.795218036	-0.218167782	-1.197077606	sp|P0A731|MGSA_ECOLI	sp|P0A731|MGSA_ECOLI	400
30.25676155	30.35394859	30.25552368	30.36515427	30.43777657	30.36264801	30.3484726	30.26013184						8	8	8	86.4	86.4	86.4	10.235	0	91.792	16447000000	123	0.417223929	0.795218036	-0.044410229	-0.941850093	sp|P0A734|MINE_ECOLI	sp|P0A734|MINE_ECOLI	401
27.83924103	27.72116661	28.11237335	27.81078339	27.99064255	27.75926018	27.71358299	28.2887249						6	6	6	46.6	46.6	46.6	17.467	0	48.201	2915300000	29	0.165858924	0.888849365	-0.06716156	-0.429491726	sp|P0A738|MOAC_ECOLI	sp|P0A738|MOAC_ECOLI	402
30.67925835	30.27941132	30.73343849	30.39784813	30.41769981	30.76453781	30.35173988	30.19483757						7	7	7	52.2	52.2	52.2	14.957	0	91.274	17334000000	127	0.222761887	0.863712091	0.090285301	0.555341789	sp|P0A742|MSCL_ECOLI	sp|P0A742|MSCL_ECOLI	403
