,Protein,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,ImputationPercentage
1073,sp|P23588|IF4B_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.045292663,0.06033289,-0.750712634,15,0.464440236,0.560433963,NA,0.153846154,0.153846154
1076,sp|P23615|SPT6_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,3.177687493,0.139466189,22.78464419,10,5.98E-10,1.03E-08,NA,0.641666667,0.225
1079,sp|P24534|EF1B_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.215212929,0.344985764,3.522501665,15,0.00307808,0.009001827,NA,0.409722222,0.409722222
1082,sp|P24928|RPB1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.282554592,0.041626268,-6.787891579,15,6.12E-06,4.06E-05,NA,0.413690476,0.413690476
1085,sp|P25037|UBP1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.977075242,0.173540112,11.39261248,15,8.76E-09,1.10E-07,NA,0.354166667,0.354166667
1088,sp|P25040|TSR4_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.462588275,0.066464436,6.959936863,14,6.66E-06,4.35E-05,NA,0.361111111,0.277777778
1091,sp|P25054|APC_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.038085136,0.125395611,0.303719853,15,0.765513598,0.816410741,NA,0.448412698,0.448412698
1094,sp|P25087|ERG6_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,#NAME?,NA,NA,NA,NA,0,oneConditionMissing,0.916666667,0
1097,sp|P25205|MCM3_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.419985966,0.157707382,2.663071068,15,0.017722161,0.039032998,NA,0.363425926,0.363425926
1100,sp|P25389|KCC4_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.460952418,0.245373632,5.953991094,14,3.52E-05,0.000193594,NA,0.738095238,0.654761905
1103,sp|P25440|BRD2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.400984913,0.133336389,3.007317919,15,0.00884001,0.021900057,NA,0.30952381,0.30952381
1106,sp|P25441|RPC4_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,2.810879035,0.214715463,13.09118119,15,1.30E-09,1.99E-08,NA,0.619047619,0.619047619
1109,sp|P25490|TYY1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,2.144830572,0.536536338,3.997549506,13,0.001519073,0.004933104,NA,0.555555556,0.388888889
1112,sp|P25558|BUD3_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.696859224,0.097076202,17.47966217,15,2.20E-11,5.63E-10,NA,0.583333333,0.583333333
1115,sp|P25567|SRO9_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.721067703,0.18976283,9.069572258,15,1.78E-07,1.68E-06,NA,0.454545455,0.454545455
1118,sp|P25582|SPB1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.75,0.25
1121,sp|P25635|PWP2_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.88394086,0.071558908,26.32713264,15,5.68E-14,4.26E-12,NA,0.658333333,0.658333333
1124,sp|P25694|CDC48_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.88053599,0.072774701,25.84051831,15,7.51E-14,4.58E-12,NA,0.483333333,0.483333333
1127,sp|P25705|ATPA_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.759331919,0.384527769,-1.974712831,9,0.079735247,0.134558526,NA,0.6,0.516666667
1130,sp|P26038|MOES_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.033968711,0.190247614,-0.178549996,15,0.860680235,0.896824287,NA,0.453703704,0.453703704
1133,sp|P26321|RL5_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,2.604253723,0.702256913,3.708405964,9,0.004856948,0.013229559,NA,0.75,0.25
1136,sp|P26358|DNMT1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.272707904,0.208946407,1.305157184,15,0.211506193,0.297758718,NA,0.183333333,0.183333333
1139,sp|P26373|RL13_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.187516089,0.055590688,-3.373156492,15,0.004181883,0.011593963,NA,0.138888889,0.138888889
1142,sp|P26583|HMGB2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.383415506,0.366622677,-1.04580412,15,0.312212471,0.406639024,NA,0.416666667,0.416666667
1145,sp|P26637|SYLC_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.760690051,0.184307431,9.553006329,12,5.86E-07,4.89E-06,NA,0.683333333,0.433333333
1148,sp|P26639|SYTC_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.848296958,0.155917119,-5.44069158,14,8.70E-05,0.000425113,NA,0.333333333,0.333333333
1151,sp|P26641|EF1G_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.468889708,0.108307103,-4.329260919,15,0.000595711,0.002274226,NA,0.116666667,0.116666667
1154,sp|P26783|RS5_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.5,0
1157,sp|P26785|RL16B_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.517485648,0.123146314,12.3226234,15,3.01E-09,4.11E-08,NA,0.466666667,0.466666667
1160,sp|P27348|1433T_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.237553542,0.353215913,-0.672544847,15,0.511465007,0.602527026,NA,0.444444444,0.444444444
1163,sp|P27636|CDC15_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.278898643,0.218700351,5.847721046,14,4.24E-05,0.000227239,NA,0.472222222,0.388888889
1166,sp|P27637|BUD14_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.371648462,0.261561976,1.420881075,15,0.175805659,0.256363072,NA,0.458333333,0.458333333
1169,sp|P27692|SPT5_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.777777778,0.194444444
1172,sp|P27695|APEX1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.267097802,0.103418544,-2.582687704,15,0.020803242,0.044224295,NA,0.138888889,0.138888889
1175,sp|P27797|CALR_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.265136547,0.061225259,-4.330509199,15,0.000594219,0.002274226,NA,0.291666667,0.291666667
1178,sp|P27816|MAP4_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.081355284,0.049438302,-1.645592184,15,0.120634692,0.191376514,NA,0.193262411,0.193262411
1181,sp|P27824|CALX_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.436570996,0.075922443,-5.75022322,15,3.84E-05,0.000209332,NA,0.308823529,0.308823529
1184,sp|P28290|ITPI2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.213154744,0.065682481,-3.24522981,15,0.005436182,0.014508668,NA,0.263888889,0.263888889
1187,sp|P28749|RBL1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.565666818,0.192541902,-2.93788943,9,0.016543404,0.036742554,NA,0.75,0.25
1190,sp|P29374|ARI4A_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.806642996,0.31724953,2.542613685,15,0.022525309,0.047004193,NA,0.395833333,0.395833333
1193,sp|P29375|KDM5A_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.059728339,0.103985443,0.574391352,15,0.57421676,0.654680718,NA,0.305555556,0.305555556
1196,sp|P29401|TKT_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.702269472,0.154175118,-4.555011736,15,0.000379398,0.001556806,NA,0.354166667,0.354166667
1199,sp|P29692|EF1D_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.815064953,0.3481816,2.340919086,15,0.033463425,0.066094426,NA,0.166666667,0.166666667
1202,sp|P29966|MARCS_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.047036358,0.091860682,0.512040159,15,0.616078683,0.689452395,NA,0.242957746,0.242957746
1205,sp|P30086|PEBP1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.216208527,0.066848923,-3.234285876,15,0.005559447,0.014787943,NA,0.270833333,0.270833333
1208,sp|P30101|PDIA3_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.415408227,0.188446245,-2.204385808,15,0.043529589,0.081998799,NA,0.333333333,0.333333333
1211,sp|P30260|CDC27_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.255530233,0.066889087,-3.820208115,15,0.00167269,0.005355306,NA,0.208333333,0.208333333
1214,sp|P30414|NKTR_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.073693207,0.105249524,0.700176152,15,0.494534705,0.588582168,NA,0.398148148,0.398148148
1217,sp|P30419|NMT1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.288685783,0.216430175,-1.33385182,15,0.202152565,0.287393262,NA,0.333333333,0.333333333
1220,sp|P30622|CLIP1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.18217732,0.107111426,-1.700820597,15,0.109609025,0.176351704,NA,0.203703704,0.203703704
1223,sp|P31116|DHOM_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.805555556,0.305555556
1226,sp|P31244|RAD16_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,2.415263023,0.11098984,21.76111815,13,1.31E-11,3.64E-10,NA,0.444444444,0.277777778
1229,sp|P31327|CPSM_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.397339851,0.295901245,1.342812366,15,0.199300674,0.284372294,NA,0.322916667,0.322916667
1232,sp|P31350|RIR2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.616444764,0.117696272,-5.237589543,15,0.000100286,0.000478242,NA,0.0625,0.0625
1235,sp|P31374|PSK1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,3.982584137,0.353245569,11.27426494,15,1.01E-08,1.25E-07,NA,0.509259259,0.509259259
1238,sp|P31385|DEP1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.4361321,0.077079588,18.63180812,15,8.79E-12,2.66E-10,NA,0.208333333,0.208333333
1241,sp|P31689|DNJA1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.19303693,0.039308775,-4.910784662,15,0.000188346,0.000833129,NA,0.027777778,0.027777778
1244,sp|P31946|1433B_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.388674322,0.248624651,-1.563297605,15,0.138830773,0.213007988,NA,0.222222222,0.222222222
1247,sp|P31948|STIP1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.348021708,0.111229576,-3.128859422,15,0.006898191,0.01772545,NA,0.291666667,0.291666667
1250,sp|P32004|L1CAM_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.554602049,0.307110303,1.805872493,15,0.091042612,0.151229778,NA,0.333333333,0.333333333
1253,sp|P32324|EF2_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.487652535,0.182857527,2.666844197,15,0.017588905,0.038847261,NA,0.680555556,0.680555556
1256,sp|P32379|PSA5_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.586233876,0.179247304,8.84941551,14,4.15E-07,3.56E-06,NA,0.466666667,0.383333333
1259,sp|P32386|YBT1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.59944817,0.064276485,24.88387727,15,1.30E-13,6.47E-12,NA,0.333333333,0.333333333
1262,sp|P32457|CDC3_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.978980553,0.059172981,33.44398949,14,9.33E-15,9.87E-13,NA,0.523809524,0.44047619
1265,sp|P32465|HXT1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,2.214441769,0.088125911,25.1281575,15,1.13E-13,6.14E-12,NA,0.625,0.625
1268,sp|P32471|EF1B_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,3.014782039,0.378869252,7.957315147,15,9.20E-07,7.45E-06,NA,0.541666667,0.541666667
1271,sp|P32497|EIF3C_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.731021631,0.197722199,3.697215757,15,0.002151322,0.006595172,NA,0.510416667,0.510416667
1274,sp|P32499|NUP2_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.615512185,0.089941818,17.96174716,15,1.49E-11,4.08E-10,NA,0.455882353,0.455882353
1277,sp|P32521|PAN1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.519417022,0.070527041,21.54375131,15,1.07E-12,4.60E-11,NA,0.302083333,0.302083333
1280,sp|P32566|SMI1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.76780585,0.110823296,15.95157256,15,8.12E-11,1.81E-09,NA,0.55952381,0.55952381
1283,sp|P32568|SNQ2_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.97116351,0.115836777,17.01673304,12,9.11E-10,1.43E-08,NA,0.6875,0.4375
1286,sp|P32578|SIP1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.911667739,0.112598843,16.97768541,14,9.78E-11,2.10E-09,NA,0.5,0.416666667
1289,sp|P32582|CBS_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.897327788,0.090106984,21.05639001,15,1.49E-12,5.79E-11,NA,0.45,0.45
1292,sp|P32589|HSP7F_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.116047179,0.38186107,2.922652415,10,0.015231148,0.034210839,NA,0.638888889,0.222222222
1295,sp|P32591|SWI3_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.915596086,0.175441288,5.218817625,11,0.000286029,0.001211236,NA,0.712962963,0.37962963
1298,sp|P32790|SLA1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.977859053,0.147807674,6.615752939,15,8.21E-06,5.24E-05,NA,0.583333333,0.583333333
1301,sp|P32833|ORC2_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.006928836,0.219447876,-0.03157395,14,0.975257534,0.979536403,NA,0.733333333,0.65
1304,sp|P32873|BEM3_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.791666667,0.208333333
1307,sp|P32900|SKG6_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.75,0.25
1310,sp|P32969|RL9_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-1.08027086,0.670445557,-1.611273055,7,0.15115539,0.228604533,NA,0.722222222,0.472222222
1313,sp|P33176|KINH_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.570236805,0.206017776,-2.767900983,15,0.014359404,0.032634101,NA,0.5,0.5
1316,sp|P33302|PDR5_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,2.177410677,0.160208682,13.59109041,15,7.75E-10,1.26E-08,NA,0.534722222,0.534722222
1319,sp|P33322|CBF5_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.341973657,0.217573353,6.167913676,15,1.80E-05,0.000106638,NA,0.551282051,0.551282051
1322,sp|P33332|SEC3_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.802731527,0.069428729,25.96521007,15,6.97E-14,4.58E-12,NA,0.375,0.375
1325,sp|P33441|MFT1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,2.061277294,0.248777278,8.285633274,11,4.67E-06,3.23E-05,NA,0.583333333,0.25
1328,sp|P33981|TTK_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.260217331,0.104903789,-2.480533188,15,0.025464836,0.05236887,NA,0.25,0.25
1331,sp|P34072|MKS1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.005403898,0.21752668,-0.024842461,12,0.980588957,0.983065192,NA,0.816666667,0.566666667
1334,sp|P34216|EDE1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.823919893,0.093424542,19.52292037,15,4.48E-12,1.45E-10,NA,0.463333333,0.463333333
1337,sp|P34217|PIN4_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.775364785,0.067231361,11.53278432,12,7.52E-08,7.80E-07,NA,0.583333333,0.333333333
1340,sp|P34223|UBX1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.951321117,0.125652369,15.52952108,15,1.19E-10,2.45E-09,NA,0.6,0.6
1343,sp|P34250|SEG2_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.771713845,0.100047182,17.70878303,15,1.82E-11,4.88E-10,NA,0.416666667,0.416666667
1346,sp|P34756|FAB1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.708333333,0.208333333
1349,sp|P34760|TSA1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.579403476,0.567674656,1.020661166,15,0.323595406,0.417780085,NA,0.625,0.625
1352,sp|P34932|HSP74_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.302364343,0.045184454,-6.691778235,15,7.21E-06,4.65E-05,NA,0.205882353,0.205882353
1355,sp|P35177|SPT7_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.029637877,0.419091768,0.070719301,11,0.944890503,0.958164827,NA,0.666666667,0.333333333
1358,sp|P35193|ATG19_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.75,0.166666667
1361,sp|P35221|CTNA1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.57477388,0.273557045,2.101111595,12,0.057431459,0.1023582,NA,0.45,0.366666667
1364,sp|P35251|RFC1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.462374241,0.238260091,1.940628157,15,0.071336879,0.122369519,NA,0.293478261,0.293478261
1367,sp|P35268|RL22_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.767284642,0.520137105,-1.475158441,15,0.160850003,0.238942755,NA,0.222222222,0.222222222
1370,sp|P35269|T2FA_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.168346307,0.105254119,-1.599427262,15,0.130572481,0.203084329,NA,0.041666667,0.041666667
1373,sp|P35568|IRS1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.291398623,0.164808709,-1.768102088,15,0.097371706,0.159573033,NA,0.402777778,0.402777778
1376,sp|P35579|MYH9_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.325242197,0.060713828,-5.356970709,15,7.99E-05,0.000394186,NA,0.286324786,0.286324786
1379,sp|P35580|MYH10_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.221671487,0.138233788,-1.603598448,15,0.129646626,0.20204008,NA,0.513888889,0.513888889
1382,sp|P35611|ADDA_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.165595863,0.04627425,-3.578574797,15,0.002743607,0.008143641,NA,0.113095238,0.113095238
1385,sp|P35658|NU214_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.305400254,0.051153994,-5.970213325,15,2.57E-05,0.000145083,NA,0.295833333,0.295833333
1388,sp|P35659|DEK_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.585712387,0.12356736,4.74002508,15,0.000263133,0.001129338,NA,0.279761905,0.279761905
1391,sp|P35691|TCTP_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.650157084,0.13972859,11.80973115,15,5.38E-09,7.05E-08,NA,0.472222222,0.472222222
1394,sp|P35724|MNR2_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.150257413,0.418283081,2.749949652,13,0.016539438,0.036742554,NA,0.416666667,0.25
1397,sp|P35732|DEF1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,2.047671358,0.063975605,32.00706525,15,3.11E-15,5.48E-13,NA,0.465277778,0.465277778
1400,sp|P35845|OSH1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,2.217642411,0.118437145,18.72421376,15,8.18E-12,2.55E-10,NA,0.583333333,0.583333333
1403,sp|P36006|MYO3_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.466313703,0.327344878,4.479415451,11,0.0009323,0.00329731,NA,0.583333333,0.25
1406,sp|P36046|MIA40_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.839139248,0.19677584,4.264442464,15,0.000678687,0.002512248,NA,0.433333333,0.433333333
1409,sp|P36053|ELF1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.883722671,0.213130905,8.838336561,15,2.47E-07,2.23E-06,NA,0.541666667,0.541666667
1412,sp|P36119|RQT4_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.279329569,0.43892732,-0.636391394,9,0.540366599,0.628186061,NA,0.777777778,0.361111111
1415,sp|P36152|DRE2_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.629554998,0.180972619,3.478730651,10,0.005933785,0.015626619,NA,0.458333333,0.041666667
1418,sp|P36166|PXL1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.315721678,0.259193245,1.218093771,6,0.268910072,0.36036219,NA,0.916666667,0.166666667
1421,sp|P36421|SYYC_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.79164463,0.079876075,22.43030394,15,5.95E-13,2.63E-11,NA,0.208333333,0.208333333
1427,sp|P36952|SPB5_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.907037312,0.155111422,-5.847650036,13,5.71E-05,0.000297392,NA,0.433333333,0.433333333
1430,sp|P37108|SRP14_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.525606519,0.202875761,2.590780273,14,0.021357024,0.045159726,NA,0.388888889,0.305555556
1433,sp|P37198|NUP62_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.41812197,0.329784702,-1.267863453,5,0.260678844,0.352304684,NA,0.416666667,0
1436,sp|P37275|ZEB1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.256305248,0.117114842,-2.188495013,15,0.044869277,0.083634094,NA,0.381944444,0.381944444
1439,sp|P37370|VRP1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.448275581,0.211043641,6.862445945,13,1.15E-05,7.12E-05,NA,0.657407407,0.490740741
1442,sp|P37802|TAGL2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.052939663,0.110822232,-0.477698941,15,0.639751029,0.709444577,NA,0.178571429,0.178571429
1445,sp|P37837|TALDO_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.153770246,0.103614678,-1.48405852,15,0.158501565,0.236560606,NA,0.375,0.375
1448,sp|P38011|GBLP_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,2.09725524,0.227276066,9.227787517,14,2.50E-07,2.25E-06,NA,0.583333333,0.5
1451,sp|P38013|AHP1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.223352113,0.116609072,10.49105439,13,1.03E-07,1.03E-06,NA,0.708333333,0.541666667
1454,sp|P38041|BOB1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.073349796,0.124346603,8.631918943,15,3.34E-07,2.93E-06,NA,0.532051282,0.532051282
