"Mixture","TechRepMixture","Run","Channel","Protein","Abundance","BioReplicate","Condition"
"1","1_1","1_1_1","1","sp|P40545|HIS4_YEAST",18.3884105678051,"1","galactose"
"1","1_1","1_1_1","1","sp|Q08422|TMC1_YEAST",15.7040460607872,"1","galactose"
"1","1_1","1_1_1","1","sp|P40087|DDI1_YEAST",16.1450128478934,"1","galactose"
"1","1_1","1_1_1","1","sp|P38710|INM1_YEAST",15.3579195034711,"1","galactose"
"1","1_1","1_1_1","1","sp|Q05533|INM2_YEAST",16.4302452240843,"1","galactose"
"1","1_1","1_1_1","1","sp|P33420|NIP80_YEAST",15.5274014615385,"1","galactose"
"1","1_1","1_1_1","1","sp|P40009|YND1_YEAST",16.5911364136616,"1","galactose"
"1","1_1","1_1_1","1","sp|Q07794|RT109_YEAST",13.2907951809824,"1","galactose"
"1","1_1","1_1_1","1","sp|Q07732|ADY3_YEAST",14.4463648894476,"1","galactose"
"1","1_1","1_1_1","1","sp|P38191|MOH1_YEAST",16.5106346109591,"1","galactose"
"1","1_1","1_1_1","1","sp|P15807|MET8_YEAST",17.0783494809719,"1","galactose"
"1","1_1","1_1_1","1","sp|P22108|APA2_YEAST",17.6127232758697,"1","galactose"
"1","1_1","1_1_1","1","sp|P36523|RM15_YEAST",15.8035754429322,"1","galactose"
"1","1_1","1_1_1","1","sp|P38704|STP2_YEAST",16.0837948100629,"1","galactose"
"1","1_1","1_1_1","1","sp|P38855|PEX18_YEAST",14.9465999570009,"1","galactose"
"1","1_1","1_1_1","1","sp|P38740|YHC6_YEAST",15.2509692004892,"1","galactose"
"1","1_1","1_1_1","1","sp|Q05790|CRR1_YEAST",16.0879109185351,"1","galactose"
"1","1_1","1_1_1","1","sp|P36142|TM184_YEAST",16.2344034725974,"1","galactose"
"1","1_1","1_1_1","1","sp|P50078|TOS2_YEAST",14.2764398880053,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12462|PEX11_YEAST",16.8733750303925,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06640|YD306_YEAST",14.9499963119954,"1","galactose"
"1","1_1","1_1_1","1","sp|P0CT04|IPB2_YEAST",17.7632742229791,"1","galactose"
"1","1_1","1_1_1","1","sp|P38884|AIM18_YEAST",15.4334835981509,"1","galactose"
"1","1_1","1_1_1","1","sp|P38152|TXTP_YEAST",16.2848607424084,"1","galactose"
"1","1_1","1_1_1","1","sp|P36091|DCW1_YEAST",15.0334631345128,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03362|YD476_YEAST",18.2259748210223,"1","galactose"
"1","1_1","1_1_1","1","sp|P17558|RTPT_YEAST",19.5929477071084,"1","galactose"
"1","1_1","1_1_1","1","sp|P20053|PRP4_YEAST",15.5130800810563,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06390|MRB1_YEAST",15.2728286344529,"1","galactose"
"1","1_1","1_1_1","1","sp|Q02783|LPE10_YEAST",15.8347054427734,"1","galactose"
"1","1_1","1_1_1","1","sp|P47158|CAF17_YEAST",15.1986377364017,"1","galactose"
"1","1_1","1_1_1","1","sp|P32789|ALK2_YEAST",21.8039168940657,"1","galactose"
"1","1_1","1_1_1","1","sp|P38121|DPOA2_YEAST",16.6610612855756,"1","galactose"
"1","1_1","1_1_1","1","sp|Q3E769|YO59A_YEAST",16.1482835365146,"1","galactose"
"1","1_1","1_1_1","1","sp|Q04007|SND1_YEAST",16.2324965404177,"1","galactose"
"1","1_1","1_1_1","1","sp|P40492|FYV10_YEAST",16.8170244713276,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12455|SPSY_YEAST",15.9220261587798,"1","galactose"
"1","1_1","1_1_1","1","sp|P53089|YGV4_YEAST",16.4733616218256,"1","galactose"
"1","1_1","1_1_1","1","sp|P46962|CTK2_YEAST",16.5196442304645,"1","galactose"
"1","1_1","1_1_1","1","sp|P38915|SPT8_YEAST",17.4818563431611,"1","galactose"
"1","1_1","1_1_1","1","sp|P47076|RPC9_YEAST",20.6601441804794,"1","galactose"
"1","1_1","1_1_1","1","sp|P40308|TGL3_YEAST",15.7437193684653,"1","galactose"
"1","1_1","1_1_1","1","sp|P40015|ISC1_YEAST",15.2436084955379,"1","galactose"
"1","1_1","1_1_1","1","sp|P46954|SIP4_YEAST",15.0487320376055,"1","galactose"
"1","1_1","1_1_1","1","sp|P39925|AFG3_YEAST",14.4463648894476,"1","galactose"
"1","1_1","1_1_1","1","sp|P28737|MSP1_YEAST",17.0419746343683,"1","galactose"
"1","1_1","1_1_1","1","sp|P41808|SMK1_YEAST",13.3190842254138,"1","galactose"
"1","1_1","1_1_1","1","sp|P34761|WHI3_YEAST",13.0996769673981,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06324|MMR1_YEAST",15.9813118524617,"1","galactose"
"1","1_1","1_1_1","1","sp|P20107|ZRC1_YEAST",16.1910044114992,"1","galactose"
"1","1_1","1_1_1","1","sp|P36053|ELF1_YEAST",14.4265677083118,"1","galactose"
"1","1_1","1_1_1","1","sp|P42843|SKP2_YEAST",13.5495673348477,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03212|EAR1_YEAST",15.7615054909435,"1","galactose"
"1","1_1","1_1_1","1","sp|P53083|MDM34_YEAST",12.2660931263063,"1","galactose"
"1","1_1","1_1_1","1","sp|P21269|CCA1_YEAST",16.0734528658414,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12214|HOS1_YEAST",16.2518630391207,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12144|PER33_YEAST",17.8617654757711,"1","galactose"
"1","1_1","1_1_1","1","sp|P39724|BOL3_YEAST",14.8420370638595,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06512|NOC4_YEAST",17.1639651587469,"1","galactose"
"1","1_1","1_1_1","1","sp|P53845|YIF1_YEAST",16.7272595169598,"1","galactose"
"1","1_1","1_1_1","1","sp|P38930|CSK2C_YEAST",16.4136732284392,"1","galactose"
"1","1_1","1_1_1","1","sp|P38867|YHX7_YEAST",10.9764387541783,"1","galactose"
"1","1_1","1_1_1","1","sp|P30620|PSO2_YEAST",16.5666633978046,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12129|NMD4_YEAST",20.0179068744064,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03829|MME1_YEAST",15.8989290710287,"1","galactose"
"1","1_1","1_1_1","1","sp|P25594|VBA3_YEAST;sp|P36172|VBA5_YEAST",14.4654737123953,"1","galactose"
"1","1_1","1_1_1","1","sp|Q99176|SRN2_YEAST",18.0525438760785,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03231|YM46_YEAST",15.4874520814908,"1","galactose"
"1","1_1","1_1_1","1","sp|P38140|ERT1_YEAST",14.8174590411389,"1","galactose"
"1","1_1","1_1_1","1","sp|P54999|RUXF_YEAST",15.9702056002231,"1","galactose"
"1","1_1","1_1_1","1","sp|P25364|HCM1_YEAST",15.8133714220149,"1","galactose"
"1","1_1","1_1_1","1","sp|P40985|HUL4_YEAST",12.4526914170387,"1","galactose"
"1","1_1","1_1_1","1","sp|P14832|CYPH_YEAST",20.9956084084675,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03002|FRK1_YEAST",13.0051138178531,"1","galactose"
"1","1_1","1_1_1","1","sp|P14682|UBC3_YEAST",16.3330234163717,"1","galactose"
"1","1_1","1_1_1","1","sp|P32491|MKK2_YEAST",17.493670604226,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12244|YL054_YEAST",14.3399428303115,"1","galactose"
"1","1_1","1_1_1","1","sp|P05986|KAPC_YEAST",16.5088556911952,"1","galactose"
"1","1_1","1_1_1","1","sp|Q04411|URC2_YEAST",14.217233046127,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06537|YP153_YEAST",15.066416122421,"1","galactose"
"1","1_1","1_1_1","1","sp|P0CX43|RL1A_YEAST;sp|P0CX44|RL1B_YEAST",17.4543576802011,"1","galactose"
"1","1_1","1_1_1","1","sp|Q07471|THI3_YEAST",15.1234398002879,"1","galactose"
"1","1_1","1_1_1","1","sp|P25299|RNA15_YEAST",17.2178469912138,"1","galactose"
"1","1_1","1_1_1","1","sp|P25390|SSK22_YEAST",15.7949750269875,"1","galactose"
"1","1_1","1_1_1","1","sp|Q02209|YKZ1_YEAST",16.3221417126695,"1","galactose"
"1","1_1","1_1_1","1","sp|P20048|SEC59_YEAST",12.5498584493517,"1","galactose"
"1","1_1","1_1_1","1","sp|P38316|ATG12_YEAST",14.4591321855215,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12146|PSF3_YEAST",13.8124927882455,"1","galactose"
"1","1_1","1_1_1","1","sp|P10870|SNF3_YEAST",16.588233605759,"1","galactose"
"1","1_1","1_1_1","1","sp|P53731|ARPC2_YEAST",17.3208340073638,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12039|HMI1_YEAST",15.4905646933581,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12259|YL108_YEAST",14.6495425175371,"1","galactose"
"1","1_1","1_1_1","1","sp|P0CX80|MTCU1_YEAST;sp|P0CX81|MTCU2_YEAST",11.065282510618,"1","galactose"
"1","1_1","1_1_1","1","sp|P22217|TRX1_YEAST",15.9062719799796,"1","galactose"
"1","1_1","1_1_1","1","sp|P29468|PAP_YEAST",16.0312846423824,"1","galactose"
"1","1_1","1_1_1","1","sp|Q08930|YP191_YEAST",15.0393615744826,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03792|RIM13_YEAST",16.8733750303925,"1","galactose"
"1","1_1","1_1_1","1","sp|P48561|TRF5_YEAST",14.7670100184515,"1","galactose"
"1","1_1","1_1_1","1","sp|Q05919|VPS38_YEAST",15.2407150642784,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12265|KPR5_YEAST",15.5692216372331,"1","galactose"
"1","1_1","1_1_1","1","sp|P36068|SHE2_YEAST",15.4822910750009,"1","galactose"
"1","1_1","1_1_1","1","sp|P53214|MTL1_YEAST",14.258001527401,"1","galactose"
"1","1_1","1_1_1","1","sp|P53147|TOS8_YEAST",15.7349886572442,"1","galactose"
"1","1_1","1_1_1","1","sp|Q3E776|YB255_YEAST",16.92029607778,"1","galactose"
"1","1_1","1_1_1","1","sp|P38329|VHC1_YEAST",15.4729420164545,"1","galactose"
"1","1_1","1_1_1","1","sp|P25046|MED19_YEAST",18.0472689340378,"1","galactose"
"1","1_1","1_1_1","1","sp|P25036|YSP3_YEAST",16.7542474071776,"1","galactose"
"1","1_1","1_1_1","1","sp|P40963|SAS2_YEAST",14.1001892483136,"1","galactose"
"1","1_1","1_1_1","1","sp|P07253|CBP6_YEAST",18.6479987506173,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06208|RIF2_YEAST",16.5454730344605,"1","galactose"
"1","1_1","1_1_1","1","sp|P53947|YNF8_YEAST",13.1579514147345,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06252|YL179_YEAST",15.9724337011152,"1","galactose"
"1","1_1","1_1_1","1","sp|P53633|PRA1_YEAST",17.4521524645788,"1","galactose"
"1","1_1","1_1_1","1","sp|P47026|GWT1_YEAST",17.2673947484023,"1","galactose"
"1","1_1","1_1_1","1","sp|P51996|YPT32_YEAST",16.1646235027923,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12375|ORT1_YEAST",16.748927659468,"1","galactose"
"1","1_1","1_1_1","1","sp|P28496|LAC1_YEAST",16.596924566023,"1","galactose"
"1","1_1","1_1_1","1","sp|P36040|POC2_YEAST",16.108317129197,"1","galactose"
"1","1_1","1_1_1","1","sp|P35208|SPT10_YEAST",14.6932796299181,"1","galactose"
"1","1_1","1_1_1","1","sp|P36150|SUMT_YEAST",16.1986377364017,"1","galactose"
"1","1_1","1_1_1","1","sp|P35184|SQT1_YEAST",15.0630362498961,"1","galactose"
"1","1_1","1_1_1","1","sp|P53688|HST4_YEAST",17.192916532443,"1","galactose"
"1","1_1","1_1_1","1","sp|P0CX33|RS30A_YEAST;sp|P0CX34|RS30B_YEAST",16.1736803135801,"1","galactose"
"1","1_1","1_1_1","1","sp|P49686|NUP42_YEAST",15.7566586738945,"1","galactose"
"1","1_1","1_1_1","1","sp|P53833|POP3_YEAST",17.8186979377722,"1","galactose"
"1","1_1","1_1_1","1","sp|P25653|FIG2_YEAST",18.9028790247026,"1","galactose"
"1","1_1","1_1_1","1","sp|P43617|YFL5_YEAST",16.338314365697,"1","galactose"
"1","1_1","1_1_1","1","sp|P40107|GMT1_YEAST",15.9901357028487,"1","galactose"
"1","1_1","1_1_1","1","sp|P41318|LST8_YEAST",14.9939874638154,"1","galactose"
"1","1_1","1_1_1","1","sp|Q05926|GLRX8_YEAST",15.2250407354987,"1","galactose"
"1","1_1","1_1_1","1","sp|P53311|MPC3_YEAST",18.0096005002655,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12155|YL050_YEAST",15.5019789352317,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12415|TFC7_YEAST",11.5947678027162,"1","galactose"
"1","1_1","1_1_1","1","sp|P53929|YNK8_YEAST",14.5961717464572,"1","galactose"
"1","1_1","1_1_1","1","sp|P38857|MPC2_YEAST",17.768292984335,"1","galactose"
"1","1_1","1_1_1","1","sp|P07255|COX9_YEAST",17.835832576909,"1","galactose"
"1","1_1","1_1_1","1","sp|P38756|TCD1_YEAST",18.0068521171666,"1","galactose"
"1","1_1","1_1_1","1","sp|Q04370|PEX12_YEAST",15.1756155184858,"1","galactose"
"1","1_1","1_1_1","1","sp|P25641|ATG15_YEAST",15.8940276910227,"1","galactose"
"1","1_1","1_1_1","1","sp|P0CX25|RL43A_YEAST;sp|P0CX26|RL43B_YEAST",16.1184130069325,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12069|PUS9_YEAST",15.4874520814908,"1","galactose"
"1","1_1","1_1_1","1","sp|P36083|YKH5_YEAST",14.2061066427034,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12328|TIM22_YEAST",17.9471659417459,"1","galactose"
"1","1_1","1_1_1","1","sp|P32378|COQ2_YEAST",17.2943617960026,"1","galactose"
"1","1_1","1_1_1","1","sp|P23595|PP2A2_YEAST",15.7358715066426,"1","galactose"
"1","1_1","1_1_1","1","sp|P23594|PP2A1_YEAST",15.7120684820574,"1","galactose"
"1","1_1","1_1_1","1","sp|Q08831|VTS1_YEAST",15.7644406588394,"1","galactose"
"1","1_1","1_1_1","1","sp|P16467|PDC5_YEAST",11.4159515208421,"1","galactose"
"1","1_1","1_1_1","1","sp|Q05635|RNH2B_YEAST",18.4971339026786,"1","galactose"
"1","1_1","1_1_1","1","sp|P53600|COPZ_YEAST",14.9545117931179,"1","galactose"
"1","1_1","1_1_1","1","sp|P39003|HXT6_YEAST",17.5162694000341,"1","galactose"
"1","1_1","1_1_1","1","sp|P39004|HXT7_YEAST",18.312063797736,"1","galactose"
"1","1_1","1_1_1","1","sp|P05748|RL15A_YEAST",17.7027046427074,"1","galactose"
"1","1_1","1_1_1","1","sp|Q04949|DYN3_YEAST",15.8174590411389,"1","galactose"
"1","1_1","1_1_1","1","sp|P46992|YJR1_YEAST",15.6577232605091,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12194|RGL1_YEAST",14.077525783382,"1","galactose"
"1","1_1","1_1_1","1","sp|P27929|NAM9_YEAST",15.9881079544415,"1","galactose"
"1","1_1","1_1_1","1","sp|Q99260|YPT6_YEAST",17.6637016528004,"1","galactose"
"1","1_1","1_1_1","1","sp|P25344|STE50_YEAST",15.94092272837,"1","galactose"
"1","1_1","1_1_1","1","sp|P0CX29|RS23A_YEAST;sp|P0CX30|RS23B_YEAST",21.5004415622034,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12330|RUXE_YEAST",13.9454666535149,"1","galactose"
"1","1_1","1_1_1","1","sp|P53921|YNM2_YEAST",19.7852442825849,"1","galactose"
"1","1_1","1_1_1","1","sp|P39875|EXO1_YEAST",18.3805570671752,"1","galactose"
"1","1_1","1_1_1","1","sp|Q04749|AVO2_YEAST",14.2082991584543,"1","galactose"
"1","1_1","1_1_1","1","sp|P00424|COX5A_YEAST",18.8186979377722,"1","galactose"
"1","1_1","1_1_1","1","sp|Q02574|MEC3_YEAST",15.8269350173255,"1","galactose"
"1","1_1","1_1_1","1","sp|P53301|CRH1_YEAST",17.9375053678122,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12523|YP247_YEAST",15.2692083187742,"1","galactose"
"1","1_1","1_1_1","1","sp|P48589|RS12_YEAST",12.9905466925109,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12400|TRM10_YEAST",14.3330234163717,"1","galactose"
"1","1_1","1_1_1","1","sp|P41698|BUD8_YEAST",18.0991700359498,"1","galactose"
"1","1_1","1_1_1","1","sp|P40442|CSS1_YEAST",15.5334505062113,"1","galactose"
"1","1_1","1_1_1","1","sp|P40501|AVT7_YEAST",17.6204076404866,"1","galactose"
"1","1_1","1_1_1","1","sp|Q05672|RBS1_YEAST",15.0961080715018,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12355|PST1_YEAST",20.2422241726674,"1","galactose"
"1","1_1","1_1_1","1","sp|P40099|FTHC_YEAST",15.4559509382768,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12403|ERP3_YEAST",19.1262369586372,"1","galactose"
"1","1_1","1_1_1","1","sp|P13090|ATR1_YEAST",12.6174111059865,"1","galactose"
"1","1_1","1_1_1","1","sp|P53292|RT35_YEAST",17.8674011293479,"1","galactose"
"1","1_1","1_1_1","1","sp|P32332|OAC1_YEAST",16.5121669478434,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12288|YL126_YEAST",17.1042589126226,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12001|ALG6_YEAST",17.3553912294001,"1","galactose"
"1","1_1","1_1_1","1","sp|P17898|CPT1_YEAST",19.0057047141768,"1","galactose"
"1","1_1","1_1_1","1","sp|P0C268|YB39B_YEAST",14.7040460607872,"1","galactose"
"1","1_1","1_1_1","1","sp|P53293|YG3W_YEAST",15.8188121984395,"1","galactose"
"1","1_1","1_1_1","1","sp|P05738|RL9A_YEAST",20.5148446273304,"1","galactose"
"1","1_1","1_1_1","1","sp|P51401|RL9B_YEAST",17.7441697619079,"1","galactose"
"1","1_1","1_1_1","1","sp|P40962|RTS2_YEAST",17.2024393065615,"1","galactose"
"1","1_1","1_1_1","1","sp|P25605|ILV6_YEAST",14.2771608750923,"1","galactose"
"1","1_1","1_1_1","1","sp|P07834|CDC4_YEAST",14.8224082571106,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03697|YMD8_YEAST",16.546968830386,"1","galactose"
"1","1_1","1_1_1","1","sp|P38784|VMA22_YEAST",18.5967250477355,"1","galactose"
"1","1_1","1_1_1","1","sp|P38852|LIN1_YEAST",13.6376839337968,"1","galactose"
"1","1_1","1_1_1","1","sp|P31334|RM09_YEAST",16.9657390485412,"1","galactose"
"1","1_1","1_1_1","1","sp|P53846|LTO1_YEAST",16.0796669244402,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12515|PAR32_YEAST",19.4118926721905,"1","galactose"
"1","1_1","1_1_1","1","sp|P38248|ECM33_YEAST",14.2513754159102,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12132|USV1_YEAST",15.478073749175,"1","galactose"
"1","1_1","1_1_1","1","sp|P38064|RM16_YEAST",18.1165756906214,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06150|BOP2_YEAST",14.2250407354987,"1","galactose"
"1","1_1","1_1_1","1","sp|P53277|SYF2_YEAST",18.2258161510877,"1","galactose"
"1","1_1","1_1_1","1","sp|Q8J0M4|YCB2_YEAST",17.3639027292556,"1","galactose"
"1","1_1","1_1_1","1","sp|P0CG63|UBI4P_YEAST",15.0206009835757,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12438|GLRX6_YEAST",15.3774175357301,"1","galactose"
"1","1_1","1_1_1","1","sp|Q07914|TIM14_YEAST",17.4143112573483,"1","galactose"
"1","1_1","1_1_1","1","sp|P40353|ATF1_YEAST",14.2611243684938,"1","galactose"
"1","1_1","1_1_1","1","sp|P53266|SHY1_YEAST",17.6557180690954,"1","galactose"
"1","1_1","1_1_1","1","sp|P17261|ERS1_YEAST",18.1118565160332,"1","galactose"
"1","1_1","1_1_1","1","sp|P25038|IF2M_YEAST",16.1756155184858,"1","galactose"
"1","1_1","1_1_1","1","sp|P38196|FUI1_YEAST",14.5376184461891,"1","galactose"
"1","1_1","1_1_1","1","sp|Q02948|BECN1_YEAST",15.3985561498438,"1","galactose"
"1","1_1","1_1_1","1","sp|P40512|CSN11_YEAST",14.9393057835666,"1","galactose"
"1","1_1","1_1_1","1","sp|P38210|LDB7_YEAST",16.7093992952814,"1","galactose"
"1","1_1","1_1_1","1","sp|P23796|RIT1_YEAST",17.7160630255624,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03180|PIR3_YEAST",19.6875271148039,"1","galactose"
"1","1_1","1_1_1","1","sp|P53257|TPC1_YEAST",15.8123877091641,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06892|POS5_YEAST",16.7965847485182,"1","galactose"
"1","1_1","1_1_1","1","sp|Q08689|NAT5_YEAST",12.5520879950266,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12082|YD157_YEAST",17.9634379590709,"1","galactose"
"1","1_1","1_1_1","1","sp|P05756|RS13_YEAST",17.1639651587469,"1","galactose"
"1","1_1","1_1_1","1","sp|Q08457|SLD7_YEAST",13.5038799116092,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06090|RM51_YEAST",18.470211631402,"1","galactose"
"1","1_1","1_1_1","1","sp|P31376|SWC3_YEAST",14.8075093807313,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12445|POM34_YEAST",16.3485456884857,"1","galactose"
"1","1_1","1_1_1","1","sp|P40159|YNU8_YEAST",17.0475302129494,"1","galactose"
"1","1_1","1_1_1","1","sp|P50861|RIB4_YEAST",15.9034974532429,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03525|TMA23_YEAST",15.1001892483136,"1","galactose"
"1","1_1","1_1_1","1","sp|P32264|PROB_YEAST",15.7159815248806,"1","galactose"
"1","1_1","1_1_1","1","sp|P53724|RM50_YEAST",13.502948417814,"1","galactose"
"1","1_1","1_1_1","1","sp|Q12369|SFI1_YEAST",15.7695748103108,"1","galactose"
"1","1_1","1_1_1","1","sp|P06784|STE7_YEAST",17.0630362498961,"1","galactose"
"1","1_1","1_1_1","1","sp|P38874|ELP5_YEAST",17.1784473011551,"1","galactose"
"1","1_1","1_1_1","1","sp|Q02896|YDC1_YEAST",15.0504362131165,"1","galactose"
"1","1_1","1_1_1","1","sp|P50106|RPA14_YEAST",11.7015374329411,"1","galactose"
"1","1_1","1_1_1","1","sp|P53208|EAT1_YEAST",15.6669859551848,"1","galactose"
"1","1_1","1_1_1","1","sp|Q04162|YD387_YEAST",15.4559509382768,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06819|DIB1_YEAST",18.8940910074326,"1","galactose"
"1","1_1","1_1_1","1","sp|P32605|RU1A_YEAST",16.4670547482148,"1","galactose"
"1","1_1","1_1_1","1","sp|P36054|RCN1_YEAST",15.8678674618161,"1","galactose"
"1","1_1","1_1_1","1","sp|P40314|NACB2_YEAST",18.2646073841857,"1","galactose"
"1","1_1","1_1_1","1","sp|Q00723|PRP38_YEAST",17.5838684131975,"1","galactose"
"1","1_1","1_1_1","1","sp|Q04598|RM34_YEAST",17.2118996358106,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06177|TMA10_YEAST",16.8124927882455,"1","galactose"
"1","1_1","1_1_1","1","sp|P40459|PANC_YEAST",16.2943617960026,"1","galactose"
"1","1_1","1_1_1","1","sp|P53337|ERV29_YEAST",15.8709884375557,"1","galactose"
"1","1_1","1_1_1","1","sp|P53861|ELOA1_YEAST",17.6127232758697,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03388|VPS72_YEAST",16.6160391732888,"1","galactose"
"1","1_1","1_1_1","1","sp|P25651|CSM1_YEAST",14.3050090402021,"1","galactose"
"1","1_1","1_1_1","1","sp|P38763|YHI2_YEAST",15.5334505062113,"1","galactose"
"1","1_1","1_1_1","1","sp|Q08119|ESC8_YEAST",17.1833304836138,"1","galactose"
"1","1_1","1_1_1","1","sp|P40070|LSM4_YEAST",18.7659738237456,"1","galactose"
"1","1_1","1_1_1","1","sp|Q02872|YP108_YEAST",13.6480212345708,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03778|RIFK_YEAST",16.5362108402945,"1","galactose"
"1","1_1","1_1_1","1","sp|P42937|YCH1_YEAST",16.4983169690823,"1","galactose"
"1","1_1","1_1_1","1","sp|P53187|HOP2_YEAST",13.654951511259,"1","galactose"
"1","1_1","1_1_1","1","sp|P39944|UBP5_YEAST",15.9289308305861,"1","galactose"
"1","1_1","1_1_1","1","sp|P39515|TIM17_YEAST",17.7048238255933,"1","galactose"
"1","1_1","1_1_1","1","sp|P40046|VTC1_YEAST",17.7226961178949,"1","galactose"
"1","1_1","1_1_1","1","sp|Q07379|YD057_YEAST",13.8124927882455,"1","galactose"
"1","1_1","1_1_1","1","sp|P22804|BET1_YEAST",12.3190836768859,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06449|PIN3_YEAST",15.4559193009215,"1","galactose"
"1","1_1","1_1_1","1","sp|P47821|SSN8_YEAST",11.3032254261521,"1","galactose"
"1","1_1","1_1_1","1","sp|P50110|SAM37_YEAST",15.32258166965,"1","galactose"
"1","1_1","1_1_1","1","sp|P69850|DAD3_YEAST",14.4724248003372,"1","galactose"
"1","1_1","1_1_1","1","sp|P38212|RCR1_YEAST",15.5152267475924,"1","galactose"
"1","1_1","1_1_1","1","sp|Q3E830|YC075_YEAST",18.7229465212359,"1","galactose"
"1","1_1","1_1_1","1","sp|P33759|RT05_YEAST",14.5633210357935,"1","galactose"
"1","1_1","1_1_1","1","sp|P40516|EFM4_YEAST",15.4559755441495,"1","galactose"
"1","1_1","1_1_1","1","sp|P32339|HMX1_YEAST",14.6155772729249,"1","galactose"
"1","1_1","1_1_1","1","sp|P53224|ORM1_YEAST",12.106413883879,"1","galactose"
"1","1_1","1_1_1","1","sp|Q06144|ORM2_YEAST",14.6691258828116,"1","galactose"
"1","1_1","1_1_1","1","sp|P37298|DHSD_YEAST",17.4883970218419,"1","galactose"
"1","1_1","1_1_1","1","sp|P32622|YEF1_YEAST",17.4302452240843,"1","galactose"
"1","1_1","1_1_1","1","sp|Q02793|SKI8_YEAST",17.5549802475579,"1","galactose"
"1","1_1","1_1_1","1","sp|P38806|YNG2_YEAST",16.2619403183102,"1","galactose"
"1","1_1","1_1_1","1","sp|P53323|BUD32_YEAST",15.3941349306751,"1","galactose"
"1","1_1","1_1_1","1","sp|P32897|TIM23_YEAST",16.6824322476811,"1","galactose"
"1","1_1","1_1_1","1","sp|Q08471|MSA1_YEAST",15.5304291542361,"1","galactose"
"1","1_1","1_1_1","1","sp|P38354|YB8A_YEAST",16.7944497464426,"1","galactose"
"1","1_1","1_1_1","1","sp|P53234|YG21_YEAST",16.2118996358106,"1","galactose"
"1","1_1","1_1_1","1","sp|P07280|RS19A_YEAST;sp|P07281|RS19B_YEAST",17.9879347946554,"1","galactose"
"1","1_1","1_1_1","1","sp|P22140|EPT1_YEAST",18.8031347335473,"1","galactose"
"1","1_1","1_1_1","1","sp|P26754|RFA2_YEAST",14.4399386202882,"1","galactose"
"1","1_1","1_1_1","1","sp|O13536|YH139_YEAST",18.3933036456962,"1","galactose"
"1","1_1","1_1_1","1","sp|P07274|PROF_YEAST",14.88055861143,"1","galactose"
"1","1_1","1_1_1","1","sp|P40188|RGI2_YEAST",13.8899715409232,"1","galactose"
"1","1_1","1_1_1","1","sp|Q03125|NRG1_YEAST",8.99274955755015,"1","galactose"
